Weights
15
32
36
35
20
35
17
24
12
36
24
24
24
36
30
25
29
20
28
31
13
23
23
30
17
38
29
13
17
37
12
40
21
25
26
24
11
27
17
41
13
19
24
29
19
40
20
29
23
23
25
7
24
18
8
23
15
25
8
24
23
16
33
24
22
25
26
21
18
14
31
22
25
11
16
25
8
22
19
22
10
16
7
15
21
12
24
17
22
24
9
15
9
15
10
14
8
16
8
16
8
18
8
22
18
22
10
14
10
15
7
17
9
12
10
24
14
25
10
14
10
15
11
12
12
23
24
13
12
15
9
13
10
14
9
15
11
13
10
24
26
14
22
8
14
13
13
24
10
15
8
24
16
22
11
13
10
16
8
14
11
13
11
11
11
15
8
17
12
12
12
12
11
14
20
10
16
9
13
13
12
11
14
9
17
9
12
9
14
12
12
12
12
10
17
9
12
12
13
14
13
6
15
10
16
10
14
12
12
12
9
12
24
15
11
13
12
14
20
11
14
10
15
9
25
23
15
24
24
22
13
13
10
22
23
16
25
23
13
12
10
12
12
24
14
23
11
12
12
12
13
13
12
12
8
16
10
14
9
16
8
13
10
14
10
14
24
12
14
12
12
10
14
12
13
9
26
13
21
11
15
10
15
7
13
12
12
13
15
11
12
10
15
8
16
23
24
9
16
9
14
10
12
12
14
10
11
11
16
12
12
8
15
13
13
9
14
10
14
9
13
12
13
11
12
12
14
9
14
12
14
10
13
10
14
10
24
23
16
23
24
10
22
16
23
9
16
23
10
15
9
15
10
16
20
11
15
9
24
15
22
11
14
24
8
17
11
24
21
25
24
25
22
16
25
8
22
25
26
25
23
22
16
25
21
11
24
15
14
19
16
23
23
10
14
8
18
23
10
14
9
15
10
24
15
10
21
24
16
10
14
8
16
8
16
14
11
32
16
8
22
25
25
22
17
24
24
21
12
22
26
15
24
10
16
22
24
14
34
24
25
21
34
23
25
26
23
23
23
19
24
30
25
36
28
31
17
25
23
25
23
25
36
36
30
41
25
23
24
32
29
31
28
13
35
32
23
41
24
31
41
32
22
19
36
50
34
43
12
41
24
37
24
18
17
14
