s,xi,C,cost,lifetime,b0_1,b0_2,b0_3,b0_4,b0_5,b0_6,b0_7,b0_8,b0_9,b0_10,b0_11,b_1,b_2,b_3,b_4,b_5,b_6,b_7,b_8,b_9,b_10,b_11
battery,0.86,15,185,20,0,0,0,0,0,0,0,0,0,0,0,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000
