Time,Year,Month,Day,Hour,Weekday,Week,Load,Load_mod,Solar,Wind-Off,Wind-On,WindTot,Avail_Off,Avail_On,Avail_Win,Avail_Sol,Order,Max_Load,Dem_Inc
31.03.2018 12:00 - 31.03.2018 13:00,2018,3,31,13,7,13,55533,0.71,10450,,,10375,,,0.232480366,0.360899334,2148,,
31.03.2018 13:00 - 31.03.2018 14:00,2018,3,31,14,7,13,54785,0.7,11030,,,10226,,,0.22913609,0.38093059,2149,,
31.03.2018 14:00 - 31.03.2018 15:00,2018,3,31,15,7,13,53934,0.69,9980,,,9672,,,0.2167281,0.344658476,2150,,
31.03.2018 15:00 - 31.03.2018 16:00,2018,3,31,16,7,13,53071,0.68,8382,,,9364,,,0.20982668,0.289477547,2151,,
31.03.2018 16:00 - 31.03.2018 17:00,2018,3,31,17,7,13,52228,0.67,6328,,,9206,,,0.20628074,0.218547907,2152,,
31.03.2018 17:00 - 31.03.2018 18:00,2018,3,31,18,7,13,52955,0.68,4190,,,9715,,,0.21769161,0.144691286,2153,,
31.03.2018 18:00 - 31.03.2018 19:00,2018,3,31,19,7,13,53671,0.69,2024,,,9952,,,0.222996516,0.069893541,2154,,
31.03.2018 19:00 - 31.03.2018 20:00,2018,3,31,20,7,13,53761,0.69,298,,,10238,,,0.229404977,0.010300555,2155,,
31.03.2018 20:00 - 31.03.2018 21:00,2018,3,31,21,7,13,52993,0.68,0,,,11098,,,0.24866397,0,2156,,
31.03.2018 21:00 - 31.03.2018 22:00,2018,3,31,22,7,13,50918,0.65,0,,,11012,,,0.246736951,0,2157,,
31.03.2018 22:00 - 31.03.2018 23:00,2018,3,31,23,7,13,49789,0.64,0,,,9713,,,0.217646795,0,2158,,
31.03.2018 23:00 - 01.04.2018 00:00,2018,3,31,24,7,13,46322,0.59,0,,,8941,,,0.200337228,0,2159,,
01.04.2018 00:00 - 01.04.2018 01:00,2018,4,1,1,1,14,42950,0.55,0,,,8940,,,0.200320423,0,2160,,
01.04.2018 01:00 - 01.04.2018 02:00,2018,4,1,2,1,14,40780,0.52,0,,,9732,,,0.21806693,0,2161,,
01.04.2018 02:00 - 01.04.2018 03:00,2018,4,1,3,1,14,39304,0.5,0,,,10849,,,0.243084576,0,2162,,
01.04.2018 03:00 - 01.04.2018 04:00,2018,4,1,4,1,14,39229,0.5,0,,,11890,,,0.266416079,0,2163,,
01.04.2018 04:00 - 01.04.2018 05:00,2018,4,1,5,1,14,39547,0.5,0,,,12931,,,0.289747583,0,2164,,
01.04.2018 05:00 - 01.04.2018 06:00,2018,4,1,6,1,14,39403,0.5,0,,,13981,,,0.313280751,0,2165,,
01.04.2018 06:00 - 01.04.2018 07:00,2018,4,1,7,1,14,39018,0.5,2,,,14534,,,0.325671936,6.91E-05,2166,,
01.04.2018 07:00 - 01.04.2018 08:00,2018,4,1,8,1,14,40139,0.51,337,,,14593,,,0.326988359,0.011647484,2167,,
01.04.2018 08:00 - 01.04.2018 09:00,2018,4,1,9,1,14,44208,0.56,1649,,,14691,,,0.329189867,0.056950932,2168,,
01.04.2018 09:00 - 01.04.2018 10:00,2018,4,1,10,1,14,47569,0.61,3203,,,14939,,,0.334730049,0.110603614,2169,,
01.04.2018 10:00 - 01.04.2018 11:00,2018,4,1,11,1,14,49765,0.64,5111,,,15602,,,0.349602832,0.176516806,2170,,
01.04.2018 11:00 - 01.04.2018 12:00,2018,4,1,12,1,14,51712,0.66,7025,,,16108,,,0.360929675,0.24261995,2171,,
01.04.2018 12:00 - 01.04.2018 13:00,2018,4,1,13,1,14,50337,0.64,8718,,,16873,,,0.378076789,0.301099129,2172,,
01.04.2018 13:00 - 01.04.2018 14:00,2018,4,1,14,1,14,48242,0.62,9994,,,17381,,,0.389465252,0.345150623,2173,,
01.04.2018 14:00 - 01.04.2018 15:00,2018,4,1,15,1,14,47304,0.6,10596,,,18641,,,0.417681526,0.365941685,2174,,
01.04.2018 15:00 - 01.04.2018 16:00,2018,4,1,16,1,14,46366,0.59,9848,,,19994,,,0.448015282,0.340125541,2175,,
01.04.2018 16:00 - 01.04.2018 17:00,2018,4,1,17,1,14,46100,0.59,7847,,,21003,,,0.470607347,0.27100044,2176,,
01.04.2018 17:00 - 01.04.2018 18:00,2018,4,1,18,1,14,47077,0.6,5039,,,20214,,,0.452933663,0.174012899,2177,,
01.04.2018 18:00 - 01.04.2018 19:00,2018,4,1,19,1,14,48163,0.61,2163,,,19025,,,0.426302699,0.074711403,2178,,
01.04.2018 19:00 - 01.04.2018 20:00,2018,4,1,20,1,14,48477,0.62,266,,,16597,,,0.371892401,0.009195382,2179,,
01.04.2018 20:00 - 01.04.2018 21:00,2018,4,1,21,1,14,49196,0.63,0,,,15102,,,0.338382424,0,2180,,
01.04.2018 21:00 - 01.04.2018 22:00,2018,4,1,22,1,14,47894,0.61,0,,,14186,,,0.317868627,0,2181,,
01.04.2018 22:00 - 01.04.2018 23:00,2018,4,1,23,1,14,47143,0.6,0,,,13625,,,0.305292582,0,2182,,
01.04.2018 23:00 - 02.04.2018 00:00,2018,4,1,24,1,14,44683,0.57,0,,,13372,,,0.299617957,0,2183,,
02.04.2018 00:00 - 02.04.2018 01:00,2018,4,2,1,2,14,42107,0.54,0,,,12732,,,0.285288549,0,2184,,
02.04.2018 01:00 - 02.04.2018 02:00,2018,4,2,2,2,14,40166,0.51,0,,,12076,,,0.27058382,0,2185,,
02.04.2018 02:00 - 02.04.2018 03:00,2018,4,2,3,2,14,39405,0.5,0,,,11420,,,0.255895896,0,2186,,
02.04.2018 03:00 - 02.04.2018 04:00,2018,4,2,4,2,14,39617,0.51,0,,,10101,,,0.226335189,0,2187,,
02.04.2018 04:00 - 02.04.2018 05:00,2018,4,2,5,2,14,39967,0.51,0,,,8715,,,0.195267598,0,2188,,
02.04.2018 05:00 - 02.04.2018 06:00,2018,4,2,6,2,14,40273,0.51,0,,,7710,,,0.172753958,0,2189,,
02.04.2018 06:00 - 02.04.2018 07:00,2018,4,2,7,2,14,39535,0.5,7,,,7016,,,0.157203357,0.000233122,2190,,
02.04.2018 07:00 - 02.04.2018 08:00,2018,4,2,8,2,14,40204,0.51,992,,,6006,,,0.134566477,0.03425172,2191,,
02.04.2018 08:00 - 02.04.2018 09:00,2018,4,2,9,2,14,42952,0.55,4732,,,4640,,,0.103975038,0.163427417,2192,,
02.04.2018 09:00 - 02.04.2018 10:00,2018,4,2,10,2,14,46071,0.59,9918,,,3438,,,0.077035975,0.342534472,2193,,
02.04.2018 10:00 - 02.04.2018 11:00,2018,4,2,11,2,14,47305,0.6,14856,,,3205,,,0.071815096,0.513076438,2194,,
02.04.2018 11:00 - 02.04.2018 12:00,2018,4,2,12,2,14,48192,0.62,18644,,,3793,,,0.084990533,0.643883991,2195,,
02.04.2018 12:00 - 02.04.2018 13:00,2018,4,2,13,2,14,48151,0.61,20874,,,4407,,,0.098748558,0.72090935,2196,,
02.04.2018 13:00 - 02.04.2018 14:00,2018,4,2,14,2,14,46207,0.59,21082,,,5177,,,0.115990903,0.728084338,2197,,
02.04.2018 14:00 - 02.04.2018 15:00,2018,4,2,15,2,14,44844,0.57,19908,,,5866,,,0.13143507,0.687538314,2198,,
02.04.2018 15:00 - 02.04.2018 16:00,2018,4,2,16,2,14,44714,0.57,17209,,,6640,,,0.148783849,0.594349804,2199,,
02.04.2018 16:00 - 02.04.2018 17:00,2018,4,2,17,2,14,44799,0.57,12841,,,7192,,,0.161147025,0.443467825,2200,,
02.04.2018 17:00 - 02.04.2018 18:00,2018,4,2,18,2,14,46624,0.6,7505,,,8084,,,0.181128651,0.259188907,2201,,
02.04.2018 18:00 - 02.04.2018 19:00,2018,4,2,19,2,14,48874,0.62,2734,,,9305,,,0.208504655,0.094423195,2202,,
02.04.2018 19:00 - 02.04.2018 20:00,2018,4,2,20,2,14,49811,0.64,280,,,11801,,,0.264433042,0.009661627,2203,,
02.04.2018 20:00 - 02.04.2018 21:00,2018,4,2,21,2,14,51652,0.66,0,,,15636,,,0.350353474,0,2204,,
02.04.2018 21:00 - 02.04.2018 22:00,2018,4,2,22,2,14,50830,0.65,0,,,18746,,,0.420051088,0,2205,,
02.04.2018 22:00 - 02.04.2018 23:00,2018,4,2,23,2,14,49990,0.64,0,,,21088,,,0.472528765,0,2206,,
02.04.2018 23:00 - 03.04.2018 00:00,2018,4,2,24,2,14,47197,0.6,0,,,21430,,,0.480175224,0,2207,,
03.04.2018 00:00 - 03.04.2018 01:00,2018,4,3,1,3,14,44515,0.57,0,,,21265,,,0.476489239,0,2208,,
03.04.2018 01:00 - 03.04.2018 02:00,2018,4,3,2,3,14,43133,0.55,0,,,21127,,,0.473385841,0,2209,,
03.04.2018 02:00 - 03.04.2018 03:00,2018,4,3,3,3,14,42412,0.54,0,,,20929,,,0.468960418,0,2210,,
03.04.2018 03:00 - 03.04.2018 04:00,2018,4,3,4,3,14,43067,0.55,0,,,21316,,,0.477632006,0,2211,,
03.04.2018 04:00 - 03.04.2018 05:00,2018,4,3,5,3,14,45348,0.58,0,,,21114,,,0.473111353,0,2212,,
03.04.2018 05:00 - 03.04.2018 06:00,2018,4,3,6,3,14,49096,0.63,0,,,20187,,,0.452328669,0,2213,,
03.04.2018 06:00 - 03.04.2018 07:00,2018,4,3,7,3,14,57008,0.73,5,,,20254,,,0.45382435,0.000155415,2214,,
03.04.2018 07:00 - 03.04.2018 08:00,2018,4,3,8,3,14,62269,0.79,693,,,21008,,,0.470724985,0.023933897,2215,,
03.04.2018 08:00 - 03.04.2018 09:00,2018,4,3,9,3,14,65668,0.84,3707,,,19915,,,0.446245112,0.128035987,2216,,
03.04.2018 09:00 - 03.04.2018 10:00,2018,4,3,10,3,14,66595,0.85,8641,,,18004,,,0.40341934,0.298422539,2217,,
03.04.2018 10:00 - 03.04.2018 11:00,2018,4,3,11,3,14,67165,0.86,14067,,,17031,,,0.381617128,0.485835657,2218,,
03.04.2018 11:00 - 03.04.2018 12:00,2018,4,3,12,3,14,68588,0.88,18097,,,17000,,,0.380922505,0.624992445,2219,,
03.04.2018 12:00 - 03.04.2018 13:00,2018,4,3,13,3,14,69670,0.89,20202,,,17494,,,0.391997266,0.697700723,2220,,
03.04.2018 13:00 - 03.04.2018 14:00,2018,4,3,14,3,14,68957,0.88,20308,,,17136,,,0.383969885,0.701361607,2221,,
03.04.2018 14:00 - 03.04.2018 15:00,2018,4,3,15,3,14,67721,0.86,19078,,,15869,,,0.355579955,0.658890165,2222,,
03.04.2018 15:00 - 03.04.2018 16:00,2018,4,3,16,3,14,66356,0.85,16343,,,15442,,,0.346017679,0.564423799,2223,,
03.04.2018 16:00 - 03.04.2018 17:00,2018,4,3,17,3,14,64771,0.83,11895,,,14661,,,0.328517651,0.410813424,2224,,
03.04.2018 17:00 - 03.04.2018 18:00,2018,4,3,18,3,14,64757,0.83,6919,,,13257,,,0.297052332,0.238950431,2225,,
03.04.2018 18:00 - 03.04.2018 19:00,2018,4,3,19,3,14,65198,0.83,2618,,,12804,,,0.286896266,0.09040831,2226,,
03.04.2018 19:00 - 03.04.2018 20:00,2018,4,3,20,3,14,64797,0.83,370,,,11586,,,0.259615492,0.012787194,2227,,
03.04.2018 20:00 - 03.04.2018 21:00,2018,4,3,21,3,14,64421,0.82,1,,,12366,,,0.277076308,1.73E-05,2228,,
03.04.2018 21:00 - 03.04.2018 22:00,2018,4,3,22,3,14,61169,0.78,0,,,15006,,,0.336248137,0,2229,,
03.04.2018 22:00 - 03.04.2018 23:00,2018,4,3,23,3,14,57593,0.74,0,,,16812,,,0.37670995,0,2230,,
03.04.2018 23:00 - 04.04.2018 00:00,2018,4,3,24,3,14,52240,0.67,0,,,17950,,,0.402214952,0,2231,,
04.04.2018 00:00 - 04.04.2018 01:00,2018,4,4,1,4,14,48860,0.62,0,,,18442,,,0.413239298,0,2232,,
04.04.2018 01:00 - 04.04.2018 02:00,2018,4,4,2,4,14,47598,0.61,0,,,18459,,,0.413609017,0,2233,,
04.04.2018 02:00 - 04.04.2018 03:00,2018,4,4,3,4,14,46825,0.6,0,,,19999,,,0.448127318,0,2234,,
04.04.2018 03:00 - 04.04.2018 04:00,2018,4,4,4,4,14,48746,0.62,0,,,20139,,,0.451247521,0,2235,,
04.04.2018 04:00 - 04.04.2018 05:00,2018,4,4,5,4,14,49347,0.63,0,,,19949,,,0.446995754,0,2236,,
04.04.2018 05:00 - 04.04.2018 06:00,2018,4,4,6,4,14,53379,0.68,0,,,20255,,,0.453852359,0,2237,,
04.04.2018 06:00 - 04.04.2018 07:00,2018,4,4,7,4,14,60721,0.78,14,,,19125,,,0.428526614,0.000466245,2238,,
04.04.2018 07:00 - 04.04.2018 08:00,2018,4,4,8,4,14,65346,0.83,1146,,,17392,,,0.389700528,0.039587632,2239,,
04.04.2018 08:00 - 04.04.2018 09:00,2018,4,4,9,4,14,68866,0.88,4770,,,15285,,,0.342482943,0.164748444,2240,,
04.04.2018 09:00 - 04.04.2018 10:00,2018,4,4,10,4,14,69161,0.88,9441,,,12530,,,0.280767895,0.326043223,2241,,
04.04.2018 10:00 - 04.04.2018 11:00,2018,4,4,11,4,14,69718,0.89,13625,,,10271,,,0.230138813,0.470561825,2242,,
04.04.2018 11:00 - 04.04.2018 12:00,2018,4,4,12,4,14,69138,0.88,17177,,,7686,,,0.172227388,0.593235998,2243,,
04.04.2018 12:00 - 04.04.2018 13:00,2018,4,4,13,4,14,68183,0.87,19442,,,7019,,,0.15727618,0.671461505,2244,,
04.04.2018 13:00 - 04.04.2018 14:00,2018,4,4,14,4,14,68486,0.87,19702,,,7563,,,0.169460098,0.680449667,2245,,
04.04.2018 14:00 - 04.04.2018 15:00,2018,4,4,15,4,14,67297,0.86,17775,,,8982,,,0.201267128,0.613897547,2246,,
04.04.2018 15:00 - 04.04.2018 16:00,2018,4,4,16,4,14,64724,0.83,14577,,,10252,,,0.229718678,0.503440714,2247,,
04.04.2018 16:00 - 04.04.2018 17:00,2018,4,4,17,4,14,63383,0.81,10815,,,11958,,,0.267939769,0.373513845,2248,,
04.04.2018 17:00 - 04.04.2018 18:00,2018,4,4,18,4,14,62744,0.8,6746,,,12615,,,0.282672507,0.232984225,2249,,
04.04.2018 18:00 - 04.04.2018 19:00,2018,4,4,19,4,14,63005,0.8,2889,,,14112,,,0.316210493,0.099767741,2250,,
04.04.2018 19:00 - 04.04.2018 20:00,2018,4,4,20,4,14,63784,0.81,398,,,16642,,,0.372906327,0.01375422,2251,,
04.04.2018 20:00 - 04.04.2018 21:00,2018,4,4,21,4,14,64259,0.82,1,,,17626,,,0.394955018,1.73E-05,2252,,
04.04.2018 21:00 - 04.04.2018 22:00,2018,4,4,22,4,14,61661,0.79,0,,,18006,,,0.40345295,0,2253,,
04.04.2018 22:00 - 04.04.2018 23:00,2018,4,4,23,4,14,57524,0.73,0,,,16443,,,0.368441691,0,2254,,
04.04.2018 23:00 - 05.04.2018 00:00,2018,4,4,24,4,14,53350,0.68,0,,,15975,,,0.357949517,0,2255,,
05.04.2018 00:00 - 05.04.2018 01:00,2018,4,5,1,5,14,48712,0.62,0,,,16384,,,0.367119666,0,2256,,
05.04.2018 01:00 - 05.04.2018 02:00,2018,4,5,2,5,14,47846,0.61,0,,,19378,,,0.434212443,0,2257,,
05.04.2018 02:00 - 05.04.2018 03:00,2018,4,5,3,5,14,47791,0.61,0,,,21726,,,0.486813359,0,2258,,
05.04.2018 03:00 - 05.04.2018 04:00,2018,4,5,4,5,14,48322,0.62,0,,,23020,,,0.515813886,0,2259,,
05.04.2018 04:00 - 05.04.2018 05:00,2018,4,5,5,5,14,50180,0.64,0,,,24904,,,0.55802346,0,2260,,
05.04.2018 05:00 - 05.04.2018 06:00,2018,4,5,6,5,14,53555,0.68,0,,,25802,,,0.578156335,0,2261,,
05.04.2018 06:00 - 05.04.2018 07:00,2018,4,5,7,5,14,60685,0.77,17,,,26362,,,0.590698769,0.000595757,2262,,
05.04.2018 07:00 - 05.04.2018 08:00,2018,4,5,8,5,14,65095,0.83,1074,,,26886,,,0.602428941,0.037075091,2263,,
05.04.2018 08:00 - 05.04.2018 09:00,2018,4,5,9,5,14,68605,0.88,4417,,,26388,,,0.591275754,0.152557007,2264,,
05.04.2018 09:00 - 05.04.2018 10:00,2018,4,5,10,5,14,69827,0.89,8363,,,27421,,,0.614422398,0.288838619,2265,,
05.04.2018 10:00 - 05.04.2018 11:00,2018,4,5,11,5,14,72925,0.93,11057,,,30184,,,0.676344712,0.381854445,2266,,
05.04.2018 11:00 - 05.04.2018 12:00,2018,4,5,12,5,14,74510,0.95,11916,,,31513,,,0.706107084,0.411521426,2267,,
05.04.2018 12:00 - 05.04.2018 13:00,2018,4,5,13,5,14,72843,0.93,11878,,,31963,,,0.716195929,0.410226301,2268,,
05.04.2018 13:00 - 05.04.2018 14:00,2018,4,5,14,5,14,71903,0.92,12102,,,32708,,,0.732883695,0.417945242,2269,,
05.04.2018 14:00 - 05.04.2018 15:00,2018,4,5,15,5,14,71670,0.92,11949,,,33661,,,0.754248966,0.412678403,2270,,
05.04.2018 15:00 - 05.04.2018 16:00,2018,4,5,16,5,14,71627,0.91,9883,,,34530,,,0.77372643,0.341325689,2271,,
05.04.2018 16:00 - 05.04.2018 17:00,2018,4,5,17,5,14,70660,0.9,7552,,,34856,,,0.78103118,0.260820763,2272,,
05.04.2018 17:00 - 05.04.2018 18:00,2018,4,5,18,5,14,69905,0.89,5464,,,33092,,,0.741488063,0.188699609,2273,,
05.04.2018 18:00 - 05.04.2018 19:00,2018,4,5,19,5,14,68855,0.88,2736,,,31320,,,0.701788095,0.094475,2274,,
05.04.2018 19:00 - 05.04.2018 20:00,2018,4,5,20,5,14,68792,0.88,467,,,28832,,,0.646044568,0.01611998,2275,,
05.04.2018 20:00 - 05.04.2018 21:00,2018,4,5,21,5,14,68034,0.87,2,,,25981,,,0.582156021,5.18E-05,2276,,
05.04.2018 21:00 - 05.04.2018 22:00,2018,4,5,22,5,14,64278,0.82,0,,,21822,,,0.488970053,0,2277,,
05.04.2018 22:00 - 05.04.2018 23:00,2018,4,5,23,5,14,60426,0.77,0,,,19250,,,0.431338719,0,2278,,
05.04.2018 23:00 - 06.04.2018 00:00,2018,4,5,24,5,14,56701,0.72,0,,,17422,,,0.390378346,0,2279,,
06.04.2018 00:00 - 06.04.2018 01:00,2018,4,6,1,6,14,52737,0.67,0,,,14857,,,0.33289826,0,2280,,
06.04.2018 01:00 - 06.04.2018 02:00,2018,4,6,2,6,14,50029,0.64,0,,,14143,,,0.316910718,0,2281,,
06.04.2018 02:00 - 06.04.2018 03:00,2018,4,6,3,6,14,49481,0.63,0,,,13613,,,0.305018094,0,2282,,
06.04.2018 03:00 - 06.04.2018 04:00,2018,4,6,4,6,14,49871,0.64,0,,,12658,,,0.283619212,0,2283,,
06.04.2018 04:00 - 06.04.2018 05:00,2018,4,6,5,6,14,51070,0.65,0,,,11578,,,0.259430633,0,2284,,
06.04.2018 05:00 - 06.04.2018 06:00,2018,4,6,6,6,14,54144,0.69,0,,,10589,,,0.237269906,0,2285,,
06.04.2018 06:00 - 06.04.2018 07:00,2018,4,6,7,6,14,60499,0.77,30,,,9691,,,0.217148235,0.001036099,2286,,
06.04.2018 07:00 - 06.04.2018 08:00,2018,4,6,8,6,14,64767,0.83,1999,,,8952,,,0.20058931,0.06902149,2287,,
06.04.2018 08:00 - 06.04.2018 09:00,2018,4,6,9,6,14,66982,0.86,7847,,,7607,,,0.170451617,0.271017709,2288,,
06.04.2018 09:00 - 06.04.2018 10:00,2018,4,6,10,6,14,67115,0.86,14972,,,6047,,,0.135490774,0.517065421,2289,,
06.04.2018 10:00 - 06.04.2018 11:00,2018,4,6,11,6,14,67256,0.86,21072,,,5951,,,0.133345284,0.727738972,2290,,
06.04.2018 11:00 - 06.04.2018 12:00,2018,4,6,12,6,14,67354,0.86,25276,,,5960,,,0.133541347,0.872948307,2291,,
06.04.2018 12:00 - 06.04.2018 13:00,2018,4,6,13,6,14,65884,0.84,27676,,,6395,,,0.14328288,0.955836262,2292,,
06.04.2018 13:00 - 06.04.2018 14:00,2018,4,6,14,6,14,64922,0.83,28311,,,7139,,,0.159965045,0.977775667,2293,,
06.04.2018 14:00 - 06.04.2018 15:00,2018,4,6,15,6,14,63445,0.81,27258,,,7923,,,0.177537896,0.941382675,2294,,
06.04.2018 15:00 - 06.04.2018 16:00,2018,4,6,16,6,14,62223,0.79,24217,,,9348,,,0.209468165,0.836356729,2295,,
06.04.2018 16:00 - 06.04.2018 17:00,2018,4,6,17,6,14,61121,0.78,19087,,,11223,,,0.251476075,0.659200995,2296,,
06.04.2018 17:00 - 06.04.2018 18:00,2018,4,6,18,6,14,61195,0.78,12346,,,13528,,,0.303119083,0.426389453,2297,,
06.04.2018 18:00 - 06.04.2018 19:00,2018,4,6,19,6,14,62016,0.79,5280,,,14806,,,0.331749891,0.182336232,2298,,
06.04.2018 19:00 - 06.04.2018 20:00,2018,4,6,20,6,14,62437,0.8,746,,,15369,,,0.344376351,0.025764339,2299,,
06.04.2018 20:00 - 06.04.2018 21:00,2018,4,6,21,6,14,62620,0.8,1,,,20344,,,0.455857804,2.59E-05,2300,,
06.04.2018 21:00 - 06.04.2018 22:00,2018,4,6,22,6,14,61094,0.78,0,,,25406,,,0.569283081,0,2301,,
06.04.2018 22:00 - 06.04.2018 23:00,2018,4,6,23,6,14,57619,0.74,0,,,27433,,,0.614691285,0,2302,,
06.04.2018 23:00 - 07.04.2018 00:00,2018,4,6,24,6,14,54352,0.69,0,,,28698,,,0.643036401,0,2303,,
07.04.2018 00:00 - 07.04.2018 01:00,2018,4,7,1,7,14,51550,0.66,0,,,28685,,,0.642745107,0,2304,,
07.04.2018 01:00 - 07.04.2018 02:00,2018,4,7,2,7,14,49197,0.63,0,,,27874,,,0.624567261,0,2305,,
07.04.2018 02:00 - 07.04.2018 03:00,2018,4,7,3,7,14,47813,0.61,0,,,27185,,,0.609128696,0,2306,,
07.04.2018 03:00 - 07.04.2018 04:00,2018,4,7,4,7,14,47446,0.61,0,,,26547,,,0.5948385,0,2307,,
07.04.2018 04:00 - 07.04.2018 05:00,2018,4,7,5,7,14,47862,0.61,0,,,26275,,,0.588754944,0,2308,,
07.04.2018 05:00 - 07.04.2018 06:00,2018,4,7,6,7,14,48570,0.62,0,,,26229,,,0.587724212,0,2309,,
07.04.2018 06:00 - 07.04.2018 07:00,2018,4,7,7,7,14,49576,0.63,41,,,26769,,,0.599807298,0.001398734,2310,,
07.04.2018 07:00 - 07.04.2018 08:00,2018,4,7,8,7,14,52370,0.67,2103,,,25430,,,0.569815253,0.07263057,2311,,
07.04.2018 08:00 - 07.04.2018 09:00,2018,4,7,9,7,14,56071,0.72,8049,,,21746,,,0.487272707,0.277968209,2312,,
07.04.2018 09:00 - 07.04.2018 10:00,2018,4,7,10,7,14,57942,0.74,15106,,,17621,,,0.394826176,0.521701966,2313,,
07.04.2018 10:00 - 07.04.2018 11:00,2018,4,7,11,7,14,59187,0.76,21118,,,16084,,,0.3603863,0.729327658,2314,,
07.04.2018 11:00 - 07.04.2018 12:00,2018,4,7,12,7,14,58899,0.75,25140,,,14828,,,0.332254053,0.868234055,2315,,
07.04.2018 12:00 - 07.04.2018 13:00,2018,4,7,13,7,14,57693,0.74,27271,,,13454,,,0.301472153,0.941840285,2316,,
07.04.2018 13:00 - 07.04.2018 14:00,2018,4,7,14,7,14,55599,0.71,27654,,,12566,,,0.281574554,0.955076456,2317,,
07.04.2018 14:00 - 07.04.2018 15:00,2018,4,7,15,7,14,53373,0.68,26449,,,12110,,,0.271356868,0.913468429,2318,,
07.04.2018 15:00 - 07.04.2018 16:00,2018,4,7,16,7,14,51905,0.66,23313,,,12046,,,0.269906002,0.8051356,2319,,
07.04.2018 16:00 - 07.04.2018 17:00,2018,4,7,17,7,14,50845,0.65,18457,,,12486,,,0.279776376,0.637451541,2320,,
07.04.2018 17:00 - 07.04.2018 18:00,2018,4,7,18,7,14,51289,0.65,11985,,,12619,,,0.282745331,0.413913089,2321,,
07.04.2018 18:00 - 07.04.2018 19:00,2018,4,7,19,7,14,52050,0.66,5153,,,12284,,,0.27525012,0.177967346,2322,,
07.04.2018 19:00 - 07.04.2018 20:00,2018,4,7,20,7,14,52756,0.67,799,,,12957,,,0.290324568,0.027603416,2323,,
07.04.2018 20:00 - 07.04.2018 21:00,2018,4,7,21,7,14,52761,0.67,2,,,15775,,,0.353468075,5.18E-05,2324,,
07.04.2018 21:00 - 07.04.2018 22:00,2018,4,7,22,7,14,51440,0.66,0,,,18142,,,0.406511534,0,2325,,
07.04.2018 22:00 - 07.04.2018 23:00,2018,4,7,23,7,14,49599,0.63,0,,,18351,,,0.411200242,0,2326,,
07.04.2018 23:00 - 08.04.2018 00:00,2018,4,7,24,7,14,46327,0.59,0,,,17848,,,0.399923815,0,2327,,
08.04.2018 00:00 - 08.04.2018 01:00,2018,4,8,1,1,15,42748,0.55,0,,,16474,,,0.369141916,0,2328,,
08.04.2018 01:00 - 08.04.2018 02:00,2018,4,8,2,1,15,40660,0.52,0,,,15394,,,0.344942133,0,2329,,
08.04.2018 02:00 - 08.04.2018 03:00,2018,4,8,3,1,15,39248,0.5,0,,,13884,,,0.31110165,0,2330,,
08.04.2018 03:00 - 08.04.2018 04:00,2018,4,8,4,1,15,38714,0.49,0,,,12599,,,0.282297187,0,2331,,
08.04.2018 04:00 - 08.04.2018 05:00,2018,4,8,5,1,15,38927,0.5,0,,,11145,,,0.249728313,0,2332,,
08.04.2018 05:00 - 08.04.2018 06:00,2018,4,8,6,1,15,38982,0.5,0,,,10495,,,0.23516923,0,2333,,
08.04.2018 06:00 - 08.04.2018 07:00,2018,4,8,7,1,15,39216,0.5,51,,,10893,,,0.244081697,0.001752735,2334,,
08.04.2018 07:00 - 08.04.2018 08:00,2018,4,8,8,1,15,41438,0.53,2024,,,10754,,,0.240955891,0.069893541,2335,,
08.04.2018 08:00 - 08.04.2018 09:00,2018,4,8,9,1,15,44954,0.57,7373,,,8480,,,0.19001871,0.254630069,2336,,
08.04.2018 09:00 - 08.04.2018 10:00,2018,4,8,10,1,15,47377,0.6,13800,,,5929,,,0.132857927,0.476605738,2337,,
08.04.2018 10:00 - 08.04.2018 11:00,2018,4,8,11,1,15,49620,0.63,19327,,,4867,,,0.109055872,0.66748979,2338,,
08.04.2018 11:00 - 08.04.2018 12:00,2018,4,8,12,1,15,50923,0.65,23251,,,4309,,,0.096558253,0.803011596,2339,,
08.04.2018 12:00 - 08.04.2018 13:00,2018,4,8,13,1,15,50113,0.64,25437,,,4314,,,0.096670289,0.878517342,2340,,
08.04.2018 13:00 - 08.04.2018 14:00,2018,4,8,14,1,15,47836,0.61,25856,,,4455,,,0.0998129,0.892979563,2341,,
08.04.2018 14:00 - 08.04.2018 15:00,2018,4,8,15,1,15,46510,0.59,24672,,,4465,,,0.100048175,0.852088172,2342,,
08.04.2018 15:00 - 08.04.2018 16:00,2018,4,8,16,1,15,45327,0.58,21799,,,4577,,,0.102552181,0.752855749,2343,,
08.04.2018 16:00 - 08.04.2018 17:00,2018,4,8,17,1,15,44720,0.57,17118,,,5149,,,0.115374705,0.591189701,2344,,
08.04.2018 17:00 - 08.04.2018 18:00,2018,4,8,18,1,15,46023,0.59,10974,,,5535,,,0.124012682,0.378987904,2345,,
08.04.2018 18:00 - 08.04.2018 19:00,2018,4,8,19,1,15,48350,0.62,4658,,,5437,,,0.12182798,0.160854437,2346,,
08.04.2018 19:00 - 08.04.2018 20:00,2018,4,8,20,1,15,49947,0.64,748,,,5064,,,0.113458888,0.025833412,2347,,
08.04.2018 20:00 - 08.04.2018 21:00,2018,4,8,21,1,15,51999,0.66,3,,,5518,,,0.123637362,8.63E-05,2348,,
