Demand,Avail_Sol,Avail_Wind,Hyd_In,HydRoR_In
42058.69613413447,0.0,0.5516628581382692,7983.4080638027335,1543.3318691360896
40708.605291219166,0.0,0.5264388707838578,7983.4080638027335,1543.3318691360896
40589.53677322268,0.0,0.5081994744582626,7983.4080638027335,1543.3318691360896
40739.30856649287,0.0,0.4777798897994372,7983.4080638027335,1543.3318691360896
42411.4393211984,0.0,0.4604050882268543,7983.4080638027335,1543.3318691360896
45927.79598917112,0.0,0.4497809722827616,7983.4080638027335,1543.3318691360896
51502.37327888384,0.0,0.4504992415876903,7983.4080638027335,1543.3318691360896
55413.80508372751,0.0,0.456825467620654,7983.4080638027335,1543.3318691360896
57277.661952267816,0.004518653525706001,0.45855240823081544,7983.4080638027335,1543.3318691360896
56551.282015170866,0.24949913654426503,0.4553109022350869,7983.4080638027335,1543.3318691360896
55547.30711024858,0.4131747609317661,0.4425515780866983,7983.4080638027335,1543.3318691360896
54795.623131244516,0.5207640284633105,0.46778732655390565,7983.4080638027335,1543.3318691360896
54338.80705457334,0.5854342421805383,0.5214652321484075,7983.4080638027335,1543.3318691360896
54079.067319782036,0.6013233784414407,0.5660844093266915,7983.4080638027335,1543.3318691360896
53938.9121001963,0.528152973648175,0.5885819315649544,7983.4080638027335,1543.3318691360896
53972.78919070579,0.4038240922328143,0.5966373704426796,7983.4080638027335,1543.3318691360896
54465.4944587353,0.27230695294764595,0.5938786683507352,7983.4080638027335,1543.3318691360896
55495.309581435584,0.12561017464955837,0.6075717945725488,7983.4080638027335,1543.3318691360896
55637.37312589516,0.0023364689583814826,0.6106676675080451,7983.4080638027335,1543.3318691360896
54790.90132438147,1.9613677945358682e-5,0.5948745679791212,7983.4080638027335,1543.3318691360896
53407.40614817617,0.0,0.5829746137983233,7983.4080638027335,1543.3318691360896
50403.956471368634,0.0,0.5673796102630496,7983.4080638027335,1543.3318691360896
48008.143954916464,0.0,0.522837523590188,7983.4080638027335,1543.3318691360896
43997.46196063766,0.0,0.5184377933623013,7983.4080638027335,1543.3318691360896
41947.56936089238,0.0,0.5059055822729995,7983.4080638027335,1543.3318691360896
40621.51995218821,0.0,0.4962804675194945,7983.4080638027335,1543.3318691360896
40442.04516873679,0.0,0.47870581274397295,7983.4080638027335,1543.3318691360896
40579.08134374022,0.0,0.4707443515308653,7983.4080638027335,1543.3318691360896
42050.172090853615,0.0,0.4694013402501389,7983.4080638027335,1543.3318691360896
45572.54488271107,0.0,0.46796729636858503,7983.4080638027335,1543.3318691360896
50959.86130818049,0.0,0.46416062863344776,7983.4080638027335,1543.3318691360896
54777.84861285773,0.0,0.46247312247372985,7983.4080638027335,1543.3318691360896
56583.38914877321,0.003576999306349225,0.4535101038688008,7983.4080638027335,1543.3318691360896
56112.234691554535,0.17352409890983056,0.4336278304926746,7983.4080638027335,1543.3318691360896
54900.10824208583,0.28752312557204057,0.39436639750124625,7983.4080638027335,1543.3318691360896
54192.79425773137,0.385175093026164,0.41633780916444824,7983.4080638027335,1543.3318691360896
53812.97418918721,0.44300805876853994,0.4386009591704062,7983.4080638027335,1543.3318691360896
53555.11395261001,0.4631650353675462,0.4486054402662377,7983.4080638027335,1543.3318691360896
53362.60951896262,0.449796708512641,0.4599497885340194,7983.4080638027335,1543.3318691360896
53415.06250899928,0.3780325546076077,0.4515403669456559,7983.4080638027335,1543.3318691360896
53939.01587617131,0.270237715883784,0.42840359301828945,7983.4080638027335,1543.3318691360896
54785.55109633641,0.11488549853250427,0.43418708271422185,7983.4080638027335,1543.3318691360896
55119.77891985859,0.0025133901633106475,0.4459994010014386,7983.4080638027335,1543.3318691360896
54563.02081391886,2.2602679310290295e-5,0.45644035248409687,7983.4080638027335,1543.3318691360896
53339.213801929356,0.0,0.46426396034957657,7983.4080638027335,1543.3318691360896
50458.219775636055,0.0,0.4721780474045394,7983.4080638027335,1543.3318691360896
48008.204490901895,0.0,0.4703930525000027,7983.4080638027335,1543.3318691360896
43829.73115835844,0.0,0.4702031371958889,7983.4080638027335,1543.3318691360896
41832.71818321375,0.0,0.46626988717526774,7983.4080638027335,1543.3318691360896
40382.41145776249,0.0,0.4635724254485983,7983.4080638027335,1543.3318691360896
40191.99407427924,0.0,0.4639414686628627,7983.4080638027335,1543.3318691360896
40205.01219381131,0.0,0.45428099141944683,7983.4080638027335,1543.3318691360896
41740.691954705835,0.0,0.45103019066438693,7983.4080638027335,1543.3318691360896
45180.24287050573,0.0,0.4455411369660136,7983.4080638027335,1543.3318691360896
50420.468382059444,0.0,0.43815101424842656,7983.4080638027335,1543.3318691360896
53444.98458179443,0.0,0.4276292854806253,7983.4080638027335,1543.3318691360896
54917.98077111569,0.003046922209638593,0.4148749730192815,7983.4080638027335,1543.3318691360896
54739.10558218656,0.11800080693080571,0.40191494849072434,7983.4080638027335,1543.3318691360896
53941.12598766322,0.2212470332315713,0.36945910317244895,7983.4080638027335,1543.3318691360896
53396.8671213805,0.2844250308977754,0.37906816859923426,7983.4080638027335,1543.3318691360896
52900.09152899774,0.3514340438265233,0.4025179683671644,7983.4080638027335,1543.3318691360896
52751.403618133234,0.39153626981790435,0.4334866770642382,7983.4080638027335,1543.3318691360896
52591.19657404238,0.3752917755274817,0.45174443054335783,7983.4080638027335,1543.3318691360896
52604.64709347034,0.3228565074844767,0.45446919987595147,7983.4080638027335,1543.3318691360896
52947.38454694352,0.23001199314127613,0.4318310157558456,7983.4080638027335,1543.3318691360896
53413.06770414627,0.09884611326889753,0.425916590988965,7983.4080638027335,1543.3318691360896
53801.97393583594,0.002618845503566704,0.42795866197478094,7983.4080638027335,1543.3318691360896
53566.045021977945,2.6508705077041224e-5,0.43370191518425033,7983.4080638027335,1543.3318691360896
53031.0222174713,0.0,0.4402624281283012,7983.4080638027335,1543.3318691360896
50559.574311231176,0.0,0.44378116683308116,7983.4080638027335,1543.3318691360896
48210.21595692677,0.0,0.4195605596176556,7983.4080638027335,1543.3318691360896
43773.33468127132,0.0,0.4360119042878197,7983.4080638027335,1543.3318691360896
41794.84860033226,0.0,0.44219653699315703,7983.4080638027335,1543.3318691360896
40352.209766368,0.0,0.4398759114872819,7983.4080638027335,1543.3318691360896
40105.39014046569,0.0,0.43737553981095867,7983.4080638027335,1543.3318691360896
40137.06199150618,0.0,0.43144817564177323,7983.4080638027335,1543.3318691360896
41680.54801185439,0.0,0.4268045484996347,7983.4080638027335,1543.3318691360896
45095.209989647235,0.0,0.4280998983322107,7983.4080638027335,1543.3318691360896
50296.623286546426,0.0,0.42396627817068105,7983.4080638027335,1543.3318691360896
53218.101473758325,0.0,0.4285435369227123,7983.4080638027335,1543.3318691360896
54486.54945099886,0.003402731333578453,0.43019675609883057,7983.4080638027335,1543.3318691360896
54281.730268316715,0.1569963173401057,0.42679099548629834,7983.4080638027335,1543.3318691360896
53568.88156529494,0.28005531044720927,0.40376314249106904,7983.4080638027335,1543.3318691360896
53128.53704199097,0.3812033110173399,0.4207507419667973,7983.4080638027335,1543.3318691360896
52860.633597165375,0.4659154958001306,0.4366401157836023,7983.4080638027335,1543.3318691360896
52716.327338579154,0.47912022047304514,0.46366872154151967,7983.4080638027335,1543.3318691360896
52677.290275978776,0.4615110462320118,0.47201174560731785,7983.4080638027335,1543.3318691360896
52765.44796675153,0.40363247312139794,0.4659537245795827,7983.4080638027335,1543.3318691360896
53189.297875360535,0.28828086508627004,0.45403742726956053,7983.4080638027335,1543.3318691360896
54051.86071833304,0.11907762228505403,0.4657495746695797,7983.4080638027335,1543.3318691360896
54464.21455504349,0.0021715893039389008,0.484061251957279,7983.4080638027335,1543.3318691360896
54060.606726893784,1.2696613601404237e-5,0.4949183815811848,7983.4080638027335,1543.3318691360896
53246.02297636852,0.0,0.49732332066212354,7983.4080638027335,1543.3318691360896
50464.855672704885,0.0,0.495478793357982,7983.4080638027335,1543.3318691360896
48015.78590240972,0.0,0.5065058253292491,7983.4080638027335,1543.3318691360896
43817.33569467644,0.0,0.5055623503418754,7983.4080638027335,1543.3318691360896
41840.80117860081,0.0,0.5087335825555652,7983.4080638027335,1543.3318691360896
40434.065949324744,0.0,0.5181076362111333,7983.4080638027335,1543.3318691360896
40222.42637895153,0.0,0.5257055630392424,7983.4080638027335,1543.3318691360896
40258.68743422033,0.0,0.5277673662720833,7983.4080638027335,1543.3318691360896
41748.95367538318,0.0,0.5214973429640698,7983.4080638027335,1543.3318691360896
45214.0911343555,0.0,0.5174538091579194,7983.4080638027335,1543.3318691360896
50514.85263133291,0.0,0.5103489340939642,7983.4080638027335,1543.3318691360896
53884.233692028836,0.0,0.5043576728353966,7983.4080638027335,1543.3318691360896
55422.60874560769,0.0033890491317145792,0.49763292070247417,7983.4080638027335,1543.3318691360896
55037.73248094767,0.12404906672062112,0.4870397073679229,7983.4080638027335,1543.3318691360896
54542.36939489146,0.23940937210799976,0.4558165486620877,7983.4080638027335,1543.3318691360896
54059.5228444881,0.28591947997289946,0.5088854702709372,7983.4080638027335,1543.3318691360896
53966.28589627171,0.312908128263625,0.5241439182420234,7983.4080638027335,1543.3318691360896
53962.16368393094,0.30399355565236763,0.5134631444408743,7983.4080638027335,1543.3318691360896
53959.39632459729,0.28423856053352053,0.49066517315819674,7983.4080638027335,1543.3318691360896
54252.25789141329,0.23169226548029706,0.4582176030450008,7983.4080638027335,1543.3318691360896
55402.8797796915,0.1652761165811551,0.4061868858403602,7983.4080638027335,1543.3318691360896
56229.374706015384,0.06609128107842255,0.3678693617839104,7983.4080638027335,1543.3318691360896
56784.59923365771,0.002116606961932104,0.3317104817430654,7983.4080638027335,1543.3318691360896
56243.41905463368,2.3416246227709036e-5,0.30515147087801725,7983.4080638027335,1543.3318691360896
53993.158108467884,0.0,0.28160413726261035,7983.4080638027335,1543.3318691360896
50551.24340657048,0.0,0.2724325505393393,7983.4080638027335,1543.3318691360896
47910.98658097739,0.0,0.2501470413501218,7983.4080638027335,1543.3318691360896
43254.64794483116,0.0,0.24218781741557452,7983.4080638027335,1543.3318691360896
41190.25265257795,0.0,0.24092055010075952,7983.4080638027335,1543.3318691360896
39643.70235830091,0.0,0.2478436574347599,7983.4080638027335,1543.3318691360896
39438.234575774935,0.0,0.2565887113194276,7983.4080638027335,1543.3318691360896
39556.58242727828,0.0,0.25634408569187467,7983.4080638027335,1543.3318691360896
40186.34116630705,0.0,0.25896643821539644,7983.4080638027335,1543.3318691360896
41108.465653604544,0.0,0.27248808458422275,7983.4080638027335,1543.3318691360896
42014.52792610294,0.0,0.28631765792988484,7983.4080638027335,1543.3318691360896
44120.36154171167,0.0,0.2926074664155101,7983.4080638027335,1543.3318691360896
46926.86171394214,0.0020254853392019517,0.3042682577645423,7983.4080638027335,1543.3318691360896
48768.85644374658,0.07439675984266883,0.3164178127946428,7983.4080638027335,1543.3318691360896
48617.69520547762,0.15827110399728,0.2577579392697197,7983.4080638027335,1543.3318691360896
48563.9565464172,0.22181057740048718,0.29877520841237276,7983.4080638027335,1543.3318691360896
48488.136666007,0.27667494798886966,0.3534919082131144,7983.4080638027335,1543.3318691360896
48431.20401304899,0.29634102609087437,0.43215775132589035,7983.4080638027335,1543.3318691360896
48378.49734840675,0.2839219135990529,0.47282990691033266,7983.4080638027335,1543.3318691360896
48723.500577334366,0.23784154508729763,0.5022904710486676,7983.4080638027335,1543.3318691360896
50641.58039281848,0.18700632618805946,0.5030653863559064,7983.4080638027335,1543.3318691360896
51401.61257247907,0.10424657723147332,0.4917297103753047,7983.4080638027335,1543.3318691360896
51472.37049144146,0.0019212943586676588,0.4984173974521346,7983.4080638027335,1543.3318691360896
50939.48085975451,1.6424358401857465e-5,0.5146510925815446,7983.4080638027335,1543.3318691360896
49200.93924637321,0.0,0.5232829709771061,7983.4080638027335,1543.3318691360896
47932.814127721605,0.0,0.5226737446233106,7983.4080638027335,1543.3318691360896
46089.2915849517,0.0,0.4495810290765141,7983.4080638027335,1543.3318691360896
43386.88159832431,0.0,0.46178063346921355,7983.4080638027335,1543.3318691360896
41304.88763030863,0.0,0.46661062305994616,7983.4080638027335,1543.3318691360896
39741.14799883724,0.0,0.4584296994813074,7983.4080638027335,1543.3318691360896
39438.234575774935,0.0,0.44848531665194413,7983.4080638027335,1543.3318691360896
39409.900851930666,0.0,0.4460331389500168,7983.4080638027335,1543.3318691360896
39950.452609772685,0.0,0.44322907321542887,7983.4080638027335,1543.3318691360896
40976.059040153035,0.0,0.4376533292069747,7983.4080638027335,1543.3318691360896
41955.0469964252,0.0,0.4239626116151325,7983.4080638027335,1543.3318691360896
44094.740406547586,0.0,0.4027934757097163,7983.4080638027335,1543.3318691360896
46632.12641424399,0.0024646116570767903,0.38414741205301367,7983.4080638027335,1543.3318691360896
48764.06545290019,0.1165821052773001,0.3630301063276038,7983.4080638027335,1543.3318691360896
48907.07451179876,0.24073687250476375,0.3571714645592826,7983.4080638027335,1543.3318691360896
48675.901996795496,0.30605969120194315,0.3643656434247081,7983.4080638027335,1543.3318691360896
48654.29353266521,0.3535297339289783,0.3523248489621422,7983.4080638027335,1543.3318691360896
48588.02680728806,0.35560645313255135,0.33371021161835884,7983.4080638027335,1543.3318691360896
48655.792518970935,0.32988735810014114,0.31537130568792604,7983.4080638027335,1543.3318691360896
49221.9596466451,0.28512694314973935,0.29254014394117633,7983.4080638027335,1543.3318691360896
51090.740108666534,0.20799330792947435,0.25623579520660517,7983.4080638027335,1543.3318691360896
52091.111681123126,0.09620779782173394,0.22821239304946692,7983.4080638027335,1543.3318691360896
52349.871309483766,0.0018500112833633783,0.2034365770280423,7983.4080638027335,1543.3318691360896
51774.52577335298,2.0013516571844016e-5,0.17989641817911917,7983.4080638027335,1543.3318691360896
49578.15338487818,0.0,0.1643875199978666,7983.4080638027335,1543.3318691360896
48131.35486391552,0.0,0.15712831823039614,7983.4080638027335,1543.3318691360896
46562.44084702338,0.0,0.13754113142092503,7983.4080638027335,1543.3318691360896
45326.87832319779,0.0,0.12895452905239294,7983.4080638027335,1543.3318691360896
43537.15209280776,0.0,0.11798147953305464,7983.4080638027335,1543.3318691360896
42062.083266652226,0.0,0.1112516687349396,7983.4080638027335,1543.3318691360896
41976.50267925894,0.0,0.10910482636604783,7983.4080638027335,1543.3318691360896
42031.20991408613,0.0,0.10952533197017641,7983.4080638027335,1543.3318691360896
43498.40329680464,0.0,0.10945301793588641,7983.4080638027335,1543.3318691360896
47625.86785496369,0.0,0.11651086547309737,7983.4080638027335,1543.3318691360896
