Time,Year,Month,Day,Hour,Weekday,Week,Load,Load_mod,Solar,Wind-Off,Wind-On,WindTot,Avail_Off,Avail_On,Avail_Win,Avail_Sol,Order,Max_Load,Dem_Inc
25.04.2018 17:00 - 25.04.2018 18:00,2018,4,25,17,4,17,30166,0.741,3462,0,7117,7117,0,0.443,0.443,0.598,2753,,
25.04.2018 18:00 - 25.04.2018 19:00,2018,4,25,18,4,17,29606,0.728,2731,0,7763,7763,0,0.483,0.483,0.472,2754,,
25.04.2018 19:00 - 25.04.2018 20:00,2018,4,25,19,4,17,29691,0.73,1741,0,8203,8203,0,0.511,0.511,0.301,2755,,
25.04.2018 20:00 - 25.04.2018 21:00,2018,4,25,20,4,17,30551,0.751,756,0,8155,8155,0,0.508,0.508,0.131,2756,,
25.04.2018 21:00 - 25.04.2018 22:00,2018,4,25,21,4,17,31779,0.781,385,0,8363,8363,0,0.521,0.521,0.066,2757,,
25.04.2018 22:00 - 25.04.2018 23:00,2018,4,25,22,4,17,29529,0.726,240,0,8169,8169,0,0.509,0.509,0.041,2758,,
25.04.2018 23:00 - 26.04.2018 00:00,2018,4,25,23,4,17,27130,0.667,199,0,8100,8100,0,0.504,0.504,0.034,2759,,
26.04.2018 00:00 - 26.04.2018 01:00,2018,4,25,24,5,17,25473,0.626,174,0,7834,7834,0,0.488,0.488,0.03,2760,,
26.04.2018 01:00 - 26.04.2018 02:00,2018,4,26,1,5,17,23963,0.589,121,0,7840,7840,0,0.488,0.488,0.021,2761,,
26.04.2018 02:00 - 26.04.2018 03:00,2018,4,26,2,5,17,23040,0.566,117,0,7853,7853,0,0.489,0.489,0.02,2762,,
26.04.2018 03:00 - 26.04.2018 04:00,2018,4,26,3,5,17,22718,0.558,117,0,7565,7565,0,0.471,0.471,0.02,2763,,
26.04.2018 04:00 - 26.04.2018 05:00,2018,4,26,4,5,17,22643,0.556,120,0,7502,7502,0,0.467,0.467,0.021,2764,,
26.04.2018 05:00 - 26.04.2018 06:00,2018,4,26,5,5,17,22961,0.564,130,0,7536,7536,0,0.469,0.469,0.022,2765,,
26.04.2018 06:00 - 26.04.2018 07:00,2018,4,26,6,5,17,25108,0.617,132,0,7629,7629,0,0.475,0.475,0.023,2766,,
26.04.2018 07:00 - 26.04.2018 08:00,2018,4,26,7,5,17,27717,0.681,163,0,7413,7413,0,0.461,0.461,0.028,2767,,
26.04.2018 08:00 - 26.04.2018 09:00,2018,4,26,8,5,17,29903,0.735,622,0,6769,6769,0,0.421,0.421,0.107,2768,,
26.04.2018 09:00 - 26.04.2018 10:00,2018,4,26,9,5,17,31186,0.766,1514,0,6362,6362,0,0.396,0.396,0.261,2769,,
26.04.2018 10:00 - 26.04.2018 11:00,2018,4,26,10,5,17,31427,0.772,2845,0,5701,5701,0,0.355,0.355,0.491,2770,,
26.04.2018 11:00 - 26.04.2018 12:00,2018,4,26,11,5,17,31629,0.777,3761,0,4983,4983,0,0.31,0.31,0.649,2771,,
26.04.2018 12:00 - 26.04.2018 13:00,2018,4,26,12,5,17,31931,0.785,4221,0,4102,4102,0,0.255,0.255,0.729,2772,,
26.04.2018 13:00 - 26.04.2018 14:00,2018,4,26,13,5,17,31844,0.783,4551,0,3366,3366,0,0.21,0.21,0.786,2773,,
26.04.2018 14:00 - 26.04.2018 15:00,2018,4,26,14,5,17,30834,0.758,4722,0,2630,2630,0,0.164,0.164,0.815,2774,,
26.04.2018 15:00 - 26.04.2018 16:00,2018,4,26,15,5,17,30329,0.745,4720,0,2055,2055,0,0.128,0.128,0.815,2775,,
26.04.2018 16:00 - 26.04.2018 17:00,2018,4,26,16,5,17,30047,0.738,4509,0,1887,1887,0,0.117,0.117,0.778,2776,,
26.04.2018 17:00 - 26.04.2018 18:00,2018,4,26,17,5,17,29787,0.732,4108,0,1846,1846,0,0.115,0.115,0.709,2777,,
26.04.2018 18:00 - 26.04.2018 19:00,2018,4,26,18,5,17,29376,0.722,3451,0,1661,1661,0,0.103,0.103,0.596,2778,,
26.04.2018 19:00 - 26.04.2018 20:00,2018,4,26,19,5,17,29149,0.716,2351,0,1476,1476,0,0.092,0.092,0.406,2779,,
26.04.2018 20:00 - 26.04.2018 21:00,2018,4,26,20,5,17,29777,0.732,995,0,1445,1445,0,0.09,0.09,0.172,2780,,
26.04.2018 21:00 - 26.04.2018 22:00,2018,4,26,21,5,17,31423,0.772,507,0,1596,1596,0,0.099,0.099,0.088,2781,,
26.04.2018 22:00 - 26.04.2018 23:00,2018,4,26,22,5,17,29650,0.729,423,0,1765,1765,0,0.11,0.11,0.073,2782,,
26.04.2018 23:00 - 27.04.2018 00:00,2018,4,26,23,5,17,27208,0.669,367,0,2297,2297,0,0.143,0.143,0.063,2783,,
27.04.2018 00:00 - 27.04.2018 01:00,2018,4,26,24,6,17,25765,0.633,258,0,3017,3017,0,0.188,0.188,0.045,2784,,
27.04.2018 01:00 - 27.04.2018 02:00,2018,4,27,1,6,17,24124,0.593,189,0,3965,3965,0,0.247,0.247,0.033,2785,,
27.04.2018 02:00 - 27.04.2018 03:00,2018,4,27,2,6,17,23130,0.568,180,0,4719,4719,0,0.294,0.294,0.031,2786,,
27.04.2018 03:00 - 27.04.2018 04:00,2018,4,27,3,6,17,22873,0.562,119,0,5094,5094,0,0.317,0.317,0.021,2787,,
27.04.2018 04:00 - 27.04.2018 05:00,2018,4,27,4,6,17,22679,0.557,114,0,4888,4888,0,0.304,0.304,0.02,2788,,
27.04.2018 05:00 - 27.04.2018 06:00,2018,4,27,5,6,17,23110,0.568,109,0,4985,4985,0,0.31,0.31,0.019,2789,,
27.04.2018 06:00 - 27.04.2018 07:00,2018,4,27,6,6,17,25219,0.62,109,0,4960,4960,0,0.309,0.309,0.019,2790,,
27.04.2018 07:00 - 27.04.2018 08:00,2018,4,27,7,6,17,27775,0.683,142,0,4597,4597,0,0.286,0.286,0.025,2791,,
27.04.2018 08:00 - 27.04.2018 09:00,2018,4,27,8,6,17,29840,0.733,698,0,4069,4069,0,0.253,0.253,0.121,2792,,
27.04.2018 09:00 - 27.04.2018 10:00,2018,4,27,9,6,17,30991,0.762,1729,0,3828,3828,0,0.238,0.238,0.299,2793,,
27.04.2018 10:00 - 27.04.2018 11:00,2018,4,27,10,6,17,31475,0.773,3079,0,3817,3817,0,0.238,0.238,0.532,2794,,
27.04.2018 11:00 - 27.04.2018 12:00,2018,4,27,11,6,17,31899,0.784,4172,0,3624,3624,0,0.226,0.226,0.72,2795,,
27.04.2018 12:00 - 27.04.2018 13:00,2018,4,27,12,6,17,32063,0.788,4611,0,3417,3417,0,0.213,0.213,0.796,2796,,
27.04.2018 13:00 - 27.04.2018 14:00,2018,4,27,13,6,17,31748,0.78,4941,0,3575,3575,0,0.223,0.223,0.853,2797,,
27.04.2018 14:00 - 27.04.2018 15:00,2018,4,27,14,6,17,30729,0.755,4925,0,3900,3900,0,0.243,0.243,0.85,2798,,
27.04.2018 15:00 - 27.04.2018 16:00,2018,4,27,15,6,17,29975,0.737,4890,0,4406,4406,0,0.274,0.274,0.844,2799,,
27.04.2018 16:00 - 27.04.2018 17:00,2018,4,27,16,6,17,29598,0.727,4569,0,4754,4754,0,0.296,0.296,0.789,2800,,
27.04.2018 17:00 - 27.04.2018 18:00,2018,4,27,17,6,17,29358,0.721,4080,0,5341,5341,0,0.333,0.333,0.704,2801,,
27.04.2018 18:00 - 27.04.2018 19:00,2018,4,27,18,6,17,28865,0.709,3403,0,5533,5533,0,0.344,0.344,0.588,2802,,
27.04.2018 19:00 - 27.04.2018 20:00,2018,4,27,19,6,17,28684,0.705,2552,0,5279,5279,0,0.329,0.329,0.441,2803,,
27.04.2018 20:00 - 27.04.2018 21:00,2018,4,27,20,6,17,29059,0.714,1271,0,5224,5224,0,0.325,0.325,0.219,2804,,
27.04.2018 21:00 - 27.04.2018 22:00,2018,4,27,21,6,17,30450,0.748,700,0,4984,4984,0,0.31,0.31,0.121,2805,,
27.04.2018 22:00 - 27.04.2018 23:00,2018,4,27,22,6,17,28940,0.711,604,0,5111,5111,0,0.318,0.318,0.104,2806,,
27.04.2018 23:00 - 28.04.2018 00:00,2018,4,27,23,6,17,26927,0.662,561,0,4483,4483,0,0.279,0.279,0.097,2807,,
28.04.2018 00:00 - 28.04.2018 01:00,2018,4,27,24,7,17,25505,0.627,471,0,4231,4231,0,0.263,0.263,0.081,2808,,
28.04.2018 01:00 - 28.04.2018 02:00,2018,4,28,1,7,17,23912,0.588,418,0,3656,3656,0,0.228,0.228,0.072,2809,,
28.04.2018 02:00 - 28.04.2018 03:00,2018,4,28,2,7,17,22710,0.558,280,0,3035,3035,0,0.189,0.189,0.048,2810,,
28.04.2018 03:00 - 28.04.2018 04:00,2018,4,28,3,7,17,22195,0.545,208,0,2855,2855,0,0.178,0.178,0.036,2811,,
28.04.2018 04:00 - 28.04.2018 05:00,2018,4,28,4,7,17,21763,0.535,175,0,2631,2631,0,0.164,0.164,0.03,2812,,
28.04.2018 05:00 - 28.04.2018 06:00,2018,4,28,5,7,17,21609,0.531,120,0,2514,2514,0,0.157,0.157,0.021,2813,,
28.04.2018 06:00 - 28.04.2018 07:00,2018,4,28,6,7,17,21846,0.537,111,0,2158,2158,0,0.134,0.134,0.019,2814,,
28.04.2018 07:00 - 28.04.2018 08:00,2018,4,28,7,7,17,22297,0.548,144,0,1851,1851,0,0.115,0.115,0.025,2815,,
28.04.2018 08:00 - 28.04.2018 09:00,2018,4,28,8,7,17,24017,0.59,586,0,1544,1544,0,0.096,0.096,0.101,2816,,
28.04.2018 09:00 - 28.04.2018 10:00,2018,4,28,9,7,17,26391,0.649,1497,0,1523,1523,0,0.095,0.095,0.258,2817,,
28.04.2018 10:00 - 28.04.2018 11:00,2018,4,28,10,7,17,27728,0.681,2611,0,1989,1989,0,0.124,0.124,0.451,2818,,
28.04.2018 11:00 - 28.04.2018 12:00,2018,4,28,11,7,17,28241,0.694,3170,0,2676,2676,0,0.167,0.167,0.547,2819,,
28.04.2018 12:00 - 28.04.2018 13:00,2018,4,28,12,7,17,28117,0.691,3698,0,3650,3650,0,0.227,0.227,0.638,2820,,
28.04.2018 13:00 - 28.04.2018 14:00,2018,4,28,13,7,17,28177,0.692,4106,0,4918,4918,0,0.306,0.306,0.709,2821,,
28.04.2018 14:00 - 28.04.2018 15:00,2018,4,28,14,7,17,27408,0.674,4168,0,6098,6098,0,0.38,0.38,0.72,2822,,
28.04.2018 15:00 - 28.04.2018 16:00,2018,4,28,15,7,17,26196,0.644,4064,0,6859,6859,0,0.427,0.427,0.702,2823,,
28.04.2018 16:00 - 28.04.2018 17:00,2018,4,28,16,7,17,25406,0.624,3747,0,7651,7651,0,0.476,0.476,0.647,2824,,
28.04.2018 17:00 - 28.04.2018 18:00,2018,4,28,17,7,17,24930,0.613,3420,0,7979,7979,0,0.497,0.497,0.59,2825,,
28.04.2018 18:00 - 28.04.2018 19:00,2018,4,28,18,7,17,24626,0.605,2820,0,7906,7906,0,0.492,0.492,0.487,2826,,
28.04.2018 19:00 - 28.04.2018 20:00,2018,4,28,19,7,17,24928,0.613,1785,0,7615,7615,0,0.474,0.474,0.308,2827,,
28.04.2018 20:00 - 28.04.2018 21:00,2018,4,28,20,7,17,25729,0.632,751,0,6465,6465,0,0.402,0.402,0.13,2828,,
28.04.2018 21:00 - 28.04.2018 22:00,2018,4,28,21,7,17,27842,0.684,415,0,5142,5142,0,0.32,0.32,0.072,2829,,
28.04.2018 22:00 - 28.04.2018 23:00,2018,4,28,22,7,17,26778,0.658,381,0,4562,4562,0,0.284,0.284,0.066,2830,,
28.04.2018 23:00 - 29.04.2018 00:00,2018,4,28,23,7,17,25223,0.62,376,0,4043,4043,0,0.252,0.252,0.065,2831,,
29.04.2018 00:00 - 29.04.2018 01:00,2018,4,28,24,1,18,23517,0.578,321,0,4052,4052,0,0.252,0.252,0.055,2832,,
29.04.2018 01:00 - 29.04.2018 02:00,2018,4,29,1,1,18,21900,0.538,286,0,4181,4181,0,0.26,0.26,0.049,2833,,
29.04.2018 02:00 - 29.04.2018 03:00,2018,4,29,2,1,18,20783,0.511,284,0,4189,4189,0,0.261,0.261,0.049,2834,,
29.04.2018 03:00 - 29.04.2018 04:00,2018,4,29,3,1,18,20296,0.499,225,0,4264,4264,0,0.265,0.265,0.039,2835,,
29.04.2018 04:00 - 29.04.2018 05:00,2018,4,29,4,1,18,20010,0.492,205,0,4592,4592,0,0.286,0.286,0.035,2836,,
29.04.2018 05:00 - 29.04.2018 06:00,2018,4,29,5,1,18,19893,0.489,204,0,4831,4831,0,0.301,0.301,0.035,2837,,
29.04.2018 06:00 - 29.04.2018 07:00,2018,4,29,6,1,18,20081,0.493,170,0,5281,5281,0,0.329,0.329,0.029,2838,,
29.04.2018 07:00 - 29.04.2018 08:00,2018,4,29,7,1,18,19980,0.491,164,0,5522,5522,0,0.344,0.344,0.028,2839,,
29.04.2018 08:00 - 29.04.2018 09:00,2018,4,29,8,1,18,21000,0.516,515,0,5762,5762,0,0.359,0.359,0.089,2840,,
29.04.2018 09:00 - 29.04.2018 10:00,2018,4,29,9,1,18,23115,0.568,1365,0,6639,6639,0,0.413,0.413,0.236,2841,,
29.04.2018 10:00 - 29.04.2018 11:00,2018,4,29,10,1,18,24574,0.604,2397,0,7354,7354,0,0.458,0.458,0.414,2842,,
29.04.2018 11:00 - 29.04.2018 12:00,2018,4,29,11,1,18,25404,0.624,2915,0,8499,8499,0,0.529,0.529,0.503,2843,,
29.04.2018 12:00 - 29.04.2018 13:00,2018,4,29,12,1,18,25658,0.631,3347,0,9446,9446,0,0.588,0.588,0.578,2844,,
29.04.2018 13:00 - 29.04.2018 14:00,2018,4,29,13,1,18,25858,0.635,3576,0,10215,10215,0,0.636,0.636,0.617,2845,,
29.04.2018 14:00 - 29.04.2018 15:00,2018,4,29,14,1,18,25477,0.626,3554,0,10480,10480,0,0.652,0.652,0.614,2846,,
29.04.2018 15:00 - 29.04.2018 16:00,2018,4,29,15,1,18,24090,0.592,3639,0,10864,10864,0,0.676,0.676,0.628,2847,,
29.04.2018 16:00 - 29.04.2018 17:00,2018,4,29,16,1,18,23310,0.573,3466,0,10495,10495,0,0.653,0.653,0.598,2848,,
29.04.2018 17:00 - 29.04.2018 18:00,2018,4,29,17,1,18,22916,0.563,3141,0,9945,9945,0,0.619,0.619,0.542,2849,,
29.04.2018 18:00 - 29.04.2018 19:00,2018,4,29,18,1,18,22834,0.561,2449,0,10283,10283,0,0.64,0.64,0.423,2850,,
29.04.2018 19:00 - 29.04.2018 20:00,2018,4,29,19,1,18,23212,0.57,1648,0,9809,9809,0,0.611,0.611,0.285,2851,,
29.04.2018 20:00 - 29.04.2018 21:00,2018,4,29,20,1,18,24495,0.602,858,0,9125,9125,0,0.568,0.568,0.148,2852,,
29.04.2018 21:00 - 29.04.2018 22:00,2018,4,29,21,1,18,27114,0.666,406,0,8424,8424,0,0.524,0.524,0.07,2853,,
29.04.2018 22:00 - 29.04.2018 23:00,2018,4,29,22,1,18,26708,0.656,252,0,7542,7542,0,0.47,0.47,0.044,2854,,
29.04.2018 23:00 - 30.04.2018 00:00,2018,4,29,23,1,18,25007,0.615,178,0,7817,7817,0,0.487,0.487,0.031,2855,,
30.04.2018 00:00 - 30.04.2018 01:00,2018,4,29,24,2,18,23209,0.57,159,0,7620,7620,0,0.474,0.474,0.027,2856,,
30.04.2018 01:00 - 30.04.2018 02:00,2018,4,30,1,2,18,21702,0.533,112,0,7317,7317,0,0.456,0.456,0.019,2857,,
30.04.2018 02:00 - 30.04.2018 03:00,2018,4,30,2,2,18,20684,0.508,112,0,6483,6483,0,0.404,0.404,0.019,2858,,
30.04.2018 03:00 - 30.04.2018 04:00,2018,4,30,3,2,18,20235,0.497,112,0,5859,5859,0,0.365,0.365,0.019,2859,,
30.04.2018 04:00 - 30.04.2018 05:00,2018,4,30,4,2,18,20057,0.493,112,0,5451,5451,0,0.339,0.339,0.019,2860,,
30.04.2018 05:00 - 30.04.2018 06:00,2018,4,30,5,2,18,20504,0.504,112,0,4840,4840,0,0.301,0.301,0.019,2861,,
30.04.2018 06:00 - 30.04.2018 07:00,2018,4,30,6,2,18,22330,0.549,113,0,4329,4329,0,0.27,0.27,0.02,2862,,
30.04.2018 07:00 - 30.04.2018 08:00,2018,4,30,7,2,18,23951,0.589,168,0,3660,3660,0,0.228,0.228,0.029,2863,,
30.04.2018 08:00 - 30.04.2018 09:00,2018,4,30,8,2,18,26140,0.642,694,0,2799,2799,0,0.174,0.174,0.12,2864,,
30.04.2018 09:00 - 30.04.2018 10:00,2018,4,30,9,2,18,28161,0.692,1457,0,2565,2565,0,0.16,0.16,0.252,2865,,
30.04.2018 10:00 - 30.04.2018 11:00,2018,4,30,10,2,18,28900,0.71,2159,0,2703,2703,0,0.168,0.168,0.373,2866,,
30.04.2018 11:00 - 30.04.2018 12:00,2018,4,30,11,2,18,29116,0.716,2707,0,2881,2881,0,0.179,0.179,0.467,2867,,
30.04.2018 12:00 - 30.04.2018 13:00,2018,4,30,12,2,18,29353,0.721,2941,0,3051,3051,0,0.19,0.19,0.508,2868,,
30.04.2018 13:00 - 30.04.2018 14:00,2018,4,30,13,2,18,29558,0.726,2991,0,3284,3284,0,0.204,0.204,0.516,2869,,
30.04.2018 14:00 - 30.04.2018 15:00,2018,4,30,14,2,18,28945,0.711,2990,0,3437,3437,0,0.214,0.214,0.516,2870,,
30.04.2018 15:00 - 30.04.2018 16:00,2018,4,30,15,2,18,27862,0.685,3153,0,3604,3604,0,0.224,0.224,0.544,2871,,
30.04.2018 16:00 - 30.04.2018 17:00,2018,4,30,16,2,18,27369,0.673,2897,0,3873,3873,0,0.241,0.241,0.5,2872,,
30.04.2018 17:00 - 30.04.2018 18:00,2018,4,30,17,2,18,27001,0.664,2600,0,3748,3748,0,0.233,0.233,0.449,2873,,
30.04.2018 18:00 - 30.04.2018 19:00,2018,4,30,18,2,18,26600,0.654,2059,0,4353,4353,0,0.271,0.271,0.355,2874,,
30.04.2018 19:00 - 30.04.2018 20:00,2018,4,30,19,2,18,26537,0.652,1623,0,4144,4144,0,0.258,0.258,0.28,2875,,
30.04.2018 20:00 - 30.04.2018 21:00,2018,4,30,20,2,18,27294,0.671,863,0,4212,4212,0,0.262,0.262,0.149,2876,,
30.04.2018 21:00 - 30.04.2018 22:00,2018,4,30,21,2,18,29377,0.722,296,0,4416,4416,0,0.275,0.275,0.051,2877,,
30.04.2018 22:00 - 30.04.2018 23:00,2018,4,30,22,2,18,27982,0.688,114,0,4262,4262,0,0.265,0.265,0.02,2878,,
30.04.2018 23:00 - 01.05.2018 00:00,2018,4,30,23,2,18,25704,0.632,44,0,4143,4143,0,0.258,0.258,0.008,2879,,
01.05.2018 00:00 - 01.05.2018 01:00,2018,4,30,24,3,18,24004,0.59,29,0,4402,4402,0,0.274,0.274,0.005,2880,,
01.05.2018 01:00 - 01.05.2018 02:00,2018,5,1,1,3,18,22300,0.548,11,0,4587,4587,0,0.286,0.286,0.002,2881,,
01.05.2018 02:00 - 01.05.2018 03:00,2018,5,1,2,3,18,21162,0.52,11,0,4482,4482,0,0.279,0.279,0.002,2882,,
01.05.2018 03:00 - 01.05.2018 04:00,2018,5,1,3,3,18,20561,0.505,11,0,4536,4536,0,0.282,0.282,0.002,2883,,
01.05.2018 04:00 - 01.05.2018 05:00,2018,5,1,4,3,18,20264,0.498,11,0,4225,4225,0,0.263,0.263,0.002,2884,,
01.05.2018 05:00 - 01.05.2018 06:00,2018,5,1,5,3,18,20037,0.492,10,0,4028,4028,0,0.251,0.251,0.002,2885,,
01.05.2018 06:00 - 01.05.2018 07:00,2018,5,1,6,3,18,20223,0.497,11,0,3860,3860,0,0.24,0.24,0.002,2886,,
01.05.2018 07:00 - 01.05.2018 08:00,2018,5,1,7,3,18,20090,0.494,69,0,3603,3603,0,0.224,0.224,0.012,2887,,
01.05.2018 08:00 - 01.05.2018 09:00,2018,5,1,8,3,18,21114,0.519,668,0,3267,3267,0,0.203,0.203,0.115,2888,,
01.05.2018 09:00 - 01.05.2018 10:00,2018,5,1,9,3,18,23050,0.566,1765,0,3209,3209,0,0.2,0.2,0.305,2889,,
01.05.2018 10:00 - 01.05.2018 11:00,2018,5,1,10,3,18,24492,0.602,2895,0,3298,3298,0,0.205,0.205,0.5,2890,,
01.05.2018 11:00 - 01.05.2018 12:00,2018,5,1,11,3,18,25223,0.62,3320,0,3203,3203,0,0.199,0.199,0.573,2891,,
01.05.2018 12:00 - 01.05.2018 13:00,2018,5,1,12,3,18,25389,0.624,3526,0,3262,3262,0,0.203,0.203,0.609,2892,,
01.05.2018 13:00 - 01.05.2018 14:00,2018,5,1,13,3,18,25542,0.628,3545,0,3325,3325,0,0.207,0.207,0.612,2893,,
01.05.2018 14:00 - 01.05.2018 15:00,2018,5,1,14,3,18,25099,0.617,3683,0,3551,3551,0,0.221,0.221,0.636,2894,,
01.05.2018 15:00 - 01.05.2018 16:00,2018,5,1,15,3,18,23834,0.586,3557,0,4393,4393,0,0.273,0.273,0.614,2895,,
01.05.2018 16:00 - 01.05.2018 17:00,2018,5,1,16,3,18,23017,0.566,3384,0,4538,4538,0,0.283,0.283,0.584,2896,,
01.05.2018 17:00 - 01.05.2018 18:00,2018,5,1,17,3,18,22735,0.559,2993,0,4514,4514,0,0.281,0.281,0.517,2897,,
01.05.2018 18:00 - 01.05.2018 19:00,2018,5,1,18,3,18,22835,0.561,2739,0,4492,4492,0,0.28,0.28,0.473,2898,,
01.05.2018 19:00 - 01.05.2018 20:00,2018,5,1,19,3,18,23281,0.572,2192,0,4215,4215,0,0.262,0.262,0.378,2899,,
01.05.2018 20:00 - 01.05.2018 21:00,2018,5,1,20,3,18,24770,0.609,1075,0,3688,3688,0,0.23,0.23,0.186,2900,,
01.05.2018 21:00 - 01.05.2018 22:00,2018,5,1,21,3,18,27316,0.671,458,0,3542,3542,0,0.221,0.221,0.079,2901,,
01.05.2018 22:00 - 01.05.2018 23:00,2018,5,1,22,3,18,26745,0.657,305,0,3858,3858,0,0.24,0.24,0.053,2902,,
01.05.2018 23:00 - 02.05.2018 00:00,2018,5,1,23,3,18,24843,0.61,164,0,4361,4361,0,0.271,0.271,0.028,2903,,
02.05.2018 00:00 - 02.05.2018 01:00,2018,5,1,24,4,18,22908,0.563,28,0,4803,4803,0,0.299,0.299,0.005,2904,,
02.05.2018 01:00 - 02.05.2018 02:00,2018,5,2,1,4,18,21328,0.524,13,0,5328,5328,0,0.332,0.332,0.002,2905,,
02.05.2018 02:00 - 02.05.2018 03:00,2018,5,2,2,4,18,20458,0.503,13,0,5758,5758,0,0.358,0.358,0.002,2906,,
02.05.2018 03:00 - 02.05.2018 04:00,2018,5,2,3,4,18,20100,0.494,13,0,5925,5925,0,0.369,0.369,0.002,2907,,
02.05.2018 04:00 - 02.05.2018 05:00,2018,5,2,4,4,18,20075,0.493,12,0,6182,6182,0,0.385,0.385,0.002,2908,,
02.05.2018 05:00 - 02.05.2018 06:00,2018,5,2,5,4,18,20716,0.509,12,0,6327,6327,0,0.394,0.394,0.002,2909,,
02.05.2018 06:00 - 02.05.2018 07:00,2018,5,2,6,4,18,23388,0.575,12,0,6325,6325,0,0.394,0.394,0.002,2910,,
02.05.2018 07:00 - 02.05.2018 08:00,2018,5,2,7,4,18,26206,0.644,102,0,5989,5989,0,0.373,0.373,0.018,2911,,
02.05.2018 08:00 - 02.05.2018 09:00,2018,5,2,8,4,18,28725,0.706,804,0,5399,5399,0,0.336,0.336,0.139,2912,,
02.05.2018 09:00 - 02.05.2018 10:00,2018,5,2,9,4,18,30227,0.743,2221,0,4911,4911,0,0.306,0.306,0.383,2913,,
02.05.2018 10:00 - 02.05.2018 11:00,2018,5,2,10,4,18,30891,0.759,3593,0,5060,5060,0,0.315,0.315,0.62,2914,,
02.05.2018 11:00 - 02.05.2018 12:00,2018,5,2,11,4,18,31176,0.766,4703,0,5530,5530,0,0.344,0.344,0.812,2915,,
02.05.2018 12:00 - 02.05.2018 13:00,2018,5,2,12,4,18,31388,0.771,5053,0,6307,6307,0,0.393,0.393,0.872,2916,,
02.05.2018 13:00 - 02.05.2018 14:00,2018,5,2,13,4,18,31266,0.768,4937,0,6659,6659,0,0.415,0.415,0.852,2917,,
02.05.2018 14:00 - 02.05.2018 15:00,2018,5,2,14,4,18,30579,0.751,4918,0,6900,6900,0,0.43,0.43,0.849,2918,,
02.05.2018 15:00 - 02.05.2018 16:00,2018,5,2,15,4,18,30088,0.739,4457,0,7018,7018,0,0.437,0.437,0.77,2919,,
02.05.2018 16:00 - 02.05.2018 17:00,2018,5,2,16,4,18,29651,0.729,4146,0,7248,7248,0,0.451,0.451,0.716,2920,,
02.05.2018 17:00 - 02.05.2018 18:00,2018,5,2,17,4,18,29327,0.721,3644,0,7666,7666,0,0.477,0.477,0.629,2921,,
02.05.2018 18:00 - 02.05.2018 19:00,2018,5,2,18,4,18,28981,0.712,2924,0,7721,7721,0,0.481,0.481,0.505,2922,,
02.05.2018 19:00 - 02.05.2018 20:00,2018,5,2,19,4,18,29128,0.716,2063,0,7648,7648,0,0.476,0.476,0.356,2923,,
02.05.2018 20:00 - 02.05.2018 21:00,2018,5,2,20,4,18,30195,0.742,1079,0,7247,7247,0,0.451,0.451,0.186,2924,,
02.05.2018 21:00 - 02.05.2018 22:00,2018,5,2,21,4,18,32089,0.789,589,0,6797,6797,0,0.423,0.423,0.102,2925,,
02.05.2018 22:00 - 02.05.2018 23:00,2018,5,2,22,4,18,30344,0.746,470,0,6949,6949,0,0.433,0.433,0.081,2926,,
02.05.2018 23:00 - 03.05.2018 00:00,2018,5,2,23,4,18,27598,0.678,404,0,7223,7223,0,0.45,0.45,0.07,2927,,
03.05.2018 00:00 - 03.05.2018 01:00,2018,5,2,24,5,18,25739,0.633,334,0,7283,7283,0,0.453,0.453,0.058,2928,,
03.05.2018 01:00 - 03.05.2018 02:00,2018,5,3,1,5,18,24222,0.595,266,0,7409,7409,0,0.461,0.461,0.046,2929,,
03.05.2018 02:00 - 03.05.2018 03:00,2018,5,3,2,5,18,23355,0.574,220,0,7598,7598,0,0.473,0.473,0.038,2930,,
03.05.2018 03:00 - 03.05.2018 04:00,2018,5,3,3,5,18,23031,0.566,208,0,7733,7733,0,0.481,0.481,0.036,2931,,
03.05.2018 04:00 - 03.05.2018 05:00,2018,5,3,4,5,18,22827,0.561,193,0,7663,7663,0,0.477,0.477,0.033,2932,,
03.05.2018 05:00 - 03.05.2018 06:00,2018,5,3,5,5,18,23337,0.573,100,0,7793,7793,0,0.485,0.485,0.017,2933,,
03.05.2018 06:00 - 03.05.2018 07:00,2018,5,3,6,5,18,25475,0.626,41,0,7996,7996,0,0.498,0.498,0.007,2934,,
03.05.2018 07:00 - 03.05.2018 08:00,2018,5,3,7,5,18,28006,0.688,97,0,8133,8133,0,0.506,0.506,0.017,2935,,
03.05.2018 08:00 - 03.05.2018 09:00,2018,5,3,8,5,18,30534,0.75,754,0,8288,8288,0,0.516,0.516,0.13,2936,,
03.05.2018 09:00 - 03.05.2018 10:00,2018,5,3,9,5,18,31591,0.776,2160,0,8902,8902,0,0.554,0.554,0.373,2937,,
03.05.2018 10:00 - 03.05.2018 11:00,2018,5,3,10,5,18,31859,0.783,3852,0,9640,9640,0,0.6,0.6,0.665,2938,,
03.05.2018 11:00 - 03.05.2018 12:00,2018,5,3,11,5,18,31987,0.786,4568,0,9968,9968,0,0.621,0.621,0.789,2939,,
03.05.2018 12:00 - 03.05.2018 13:00,2018,5,3,12,5,18,32112,0.789,4697,0,10128,10128,0,0.631,0.631,0.811,2940,,
03.05.2018 13:00 - 03.05.2018 14:00,2018,5,3,13,5,18,32057,0.788,4743,0,10425,10425,0,0.649,0.649,0.819,2941,,
