Time,Year,Month,Day,Hour,Weekday,Week,Load,Load_mod,Solar,Wind-Off,Wind-On,WindTot,Avail_Off,Avail_On,Avail_Win,Avail_Sol,Order,Max_Load,Dem_Inc
01.01.2018 00:00 - 01.01.2018 01:00,2018,1,1,1,2,1,22779,0.56,9,0,12348,12348,0,0.769,0.769,0.002,1,40693,1.07
01.01.2018 01:00 - 01.01.2018 02:00,2018,1,1,2,2,1,22009,0.541,9,0,11156,11156,0,0.695,0.695,0.002,2,,
01.01.2018 02:00 - 01.01.2018 03:00,2018,1,1,3,2,1,20589,0.506,9,0,9437,9437,0,0.587,0.587,0.002,3,,
01.01.2018 03:00 - 01.01.2018 04:00,2018,1,1,4,2,1,19547,0.48,9,0,6474,6474,0,0.403,0.403,0.002,4,,
01.01.2018 04:00 - 01.01.2018 05:00,2018,1,1,5,2,1,18871,0.464,9,0,6329,6329,0,0.394,0.394,0.002,5,,
01.01.2018 05:00 - 01.01.2018 06:00,2018,1,1,6,2,1,18688,0.459,9,0,6172,6172,0,0.384,0.384,0.002,6,,
01.01.2018 06:00 - 01.01.2018 07:00,2018,1,1,7,2,1,18869,0.464,9,0,6189,6189,0,0.385,0.385,0.002,7,,
01.01.2018 07:00 - 01.01.2018 08:00,2018,1,1,8,2,1,19263,0.473,9,0,5782,5782,0,0.36,0.36,0.002,8,,
01.01.2018 08:00 - 01.01.2018 09:00,2018,1,1,9,2,1,19046,0.468,34,0,5963,5963,0,0.371,0.371,0.006,9,,
01.01.2018 09:00 - 01.01.2018 10:00,2018,1,1,10,2,1,19563,0.481,601,0,5770,5770,0,0.359,0.359,0.104,10,,
01.01.2018 10:00 - 01.01.2018 11:00,2018,1,1,11,2,1,21063,0.518,1635,0,6448,6448,0,0.401,0.401,0.282,11,,
01.01.2018 11:00 - 01.01.2018 12:00,2018,1,1,12,2,1,22448,0.552,2479,0,7056,7056,0,0.439,0.439,0.428,12,,
01.01.2018 12:00 - 01.01.2018 13:00,2018,1,1,13,2,1,23033,0.566,2942,0,8335,8335,0,0.519,0.519,0.508,13,,
01.01.2018 13:00 - 01.01.2018 14:00,2018,1,1,14,2,1,23680,0.582,2898,0,9002,9002,0,0.56,0.56,0.5,14,,
01.01.2018 14:00 - 01.01.2018 15:00,2018,1,1,15,2,1,23918,0.588,2778,0,11860,11860,0,0.738,0.738,0.48,15,,
01.01.2018 15:00 - 01.01.2018 16:00,2018,1,1,16,2,1,22626,0.556,2554,0,12244,12244,0,0.762,0.762,0.441,16,,
01.01.2018 16:00 - 01.01.2018 17:00,2018,1,1,17,2,1,22130,0.544,1876,0,12635,12635,0,0.787,0.787,0.324,17,,
01.01.2018 17:00 - 01.01.2018 18:00,2018,1,1,18,2,1,22607,0.556,781,0,13564,13564,0,0.844,0.844,0.135,18,,
01.01.2018 18:00 - 01.01.2018 19:00,2018,1,1,19,2,1,25198,0.619,177,0,14629,14629,0,0.911,0.911,0.031,19,,
01.01.2018 19:00 - 01.01.2018 20:00,2018,1,1,20,2,1,26477,0.651,119,0,14358,14358,0,0.894,0.894,0.021,20,,
01.01.2018 20:00 - 01.01.2018 21:00,2018,1,1,21,2,1,27326,0.672,115,0,14342,14342,0,0.893,0.893,0.02,21,,
01.01.2018 21:00 - 01.01.2018 22:00,2018,1,1,22,2,1,27534,0.677,91,0,14041,14041,0,0.874,0.874,0.016,22,,
01.01.2018 22:00 - 01.01.2018 23:00,2018,1,1,23,2,1,26946,0.662,60,0,14166,14166,0,0.882,0.882,0.01,23,,
01.01.2018 23:00 - 02.01.2018 00:00,2018,1,1,24,2,1,24878,0.611,50,0,13271,13271,0,0.826,0.826,0.009,24,,
02.01.2018 00:00 - 02.01.2018 01:00,2018,1,2,1,3,1,22657,0.557,16,0,12151,12151,0,0.756,0.756,0.003,25,,
02.01.2018 01:00 - 02.01.2018 02:00,2018,1,2,2,3,1,20818,0.512,11,0,11786,11786,0,0.734,0.734,0.002,26,,
02.01.2018 02:00 - 02.01.2018 03:00,2018,1,2,3,3,1,19741,0.485,11,0,11220,11220,0,0.698,0.698,0.002,27,,
02.01.2018 03:00 - 02.01.2018 04:00,2018,1,2,4,3,1,19276,0.474,11,0,10252,10252,0,0.638,0.638,0.002,28,,
02.01.2018 04:00 - 02.01.2018 05:00,2018,1,2,5,3,1,19192,0.472,11,0,10444,10444,0,0.65,0.65,0.002,29,,
02.01.2018 05:00 - 02.01.2018 06:00,2018,1,2,6,3,1,20003,0.492,12,0,10996,10996,0,0.685,0.685,0.002,30,,
02.01.2018 06:00 - 02.01.2018 07:00,2018,1,2,7,3,1,22852,0.562,17,0,12030,12030,0,0.749,0.749,0.003,31,,
02.01.2018 07:00 - 02.01.2018 08:00,2018,1,2,8,3,1,26479,0.651,18,0,11802,11802,0,0.735,0.735,0.003,32,,
02.01.2018 08:00 - 02.01.2018 09:00,2018,1,2,9,3,1,29437,0.723,38,0,11695,11695,0,0.728,0.728,0.007,33,,
02.01.2018 09:00 - 02.01.2018 10:00,2018,1,2,10,3,1,31639,0.778,458,0,12344,12344,0,0.768,0.768,0.079,34,,
02.01.2018 10:00 - 02.01.2018 11:00,2018,1,2,11,3,1,33137,0.814,1301,0,12548,12548,0,0.781,0.781,0.225,35,,
02.01.2018 11:00 - 02.01.2018 12:00,2018,1,2,12,3,1,33404,0.821,1926,0,12197,12197,0,0.759,0.759,0.333,36,,
02.01.2018 12:00 - 02.01.2018 13:00,2018,1,2,13,3,1,33171,0.815,2442,0,12354,12354,0,0.769,0.769,0.422,37,,
02.01.2018 13:00 - 02.01.2018 14:00,2018,1,2,14,3,1,33170,0.815,2689,0,12766,12766,0,0.795,0.795,0.464,38,,
02.01.2018 14:00 - 02.01.2018 15:00,2018,1,2,15,3,1,32227,0.792,2556,0,12884,12884,0,0.802,0.802,0.441,39,,
02.01.2018 15:00 - 02.01.2018 16:00,2018,1,2,16,3,1,31370,0.771,2372,0,12926,12926,0,0.805,0.805,0.41,40,,
02.01.2018 16:00 - 02.01.2018 17:00,2018,1,2,17,3,1,31148,0.765,1701,0,13003,13003,0,0.81,0.81,0.294,41,,
02.01.2018 17:00 - 02.01.2018 18:00,2018,1,2,18,3,1,31503,0.774,740,0,12518,12518,0,0.779,0.779,0.128,42,,
02.01.2018 18:00 - 02.01.2018 19:00,2018,1,2,19,3,1,33192,0.816,174,0,12637,12637,0,0.787,0.787,0.03,43,,
02.01.2018 19:00 - 02.01.2018 20:00,2018,1,2,20,3,1,33671,0.827,63,0,12879,12879,0,0.802,0.802,0.011,44,,
02.01.2018 20:00 - 02.01.2018 21:00,2018,1,2,21,3,1,33817,0.831,61,0,12897,12897,0,0.803,0.803,0.011,45,,
02.01.2018 21:00 - 02.01.2018 22:00,2018,1,2,22,3,1,33507,0.823,61,0,12874,12874,0,0.801,0.801,0.011,46,,
02.01.2018 22:00 - 02.01.2018 23:00,2018,1,2,23,3,1,31412,0.772,60,0,12857,12857,0,0.8,0.8,0.01,47,,
02.01.2018 23:00 - 03.01.2018 00:00,2018,1,2,24,3,1,28731,0.706,58,0,12598,12598,0,0.784,0.784,0.01,48,,
03.01.2018 00:00 - 03.01.2018 01:00,2018,1,3,1,4,1,26574,0.653,57,0,12390,12390,0,0.771,0.771,0.01,49,,
03.01.2018 01:00 - 03.01.2018 02:00,2018,1,3,2,4,1,24559,0.604,47,0,12547,12547,0,0.781,0.781,0.008,50,,
03.01.2018 02:00 - 03.01.2018 03:00,2018,1,3,3,4,1,23152,0.569,41,0,11848,11848,0,0.738,0.738,0.007,51,,
03.01.2018 03:00 - 03.01.2018 04:00,2018,1,3,4,4,1,22562,0.554,38,0,10590,10590,0,0.659,0.659,0.007,52,,
03.01.2018 04:00 - 03.01.2018 05:00,2018,1,3,5,4,1,22406,0.551,40,0,9406,9406,0,0.586,0.586,0.007,53,,
03.01.2018 05:00 - 03.01.2018 06:00,2018,1,3,6,4,1,22999,0.565,40,0,9926,9926,0,0.618,0.618,0.007,54,,
03.01.2018 06:00 - 03.01.2018 07:00,2018,1,3,7,4,1,25085,0.616,40,0,11249,11249,0,0.7,0.7,0.007,55,,
03.01.2018 07:00 - 03.01.2018 08:00,2018,1,3,8,4,1,28376,0.697,41,0,11787,11787,0,0.734,0.734,0.007,56,,
03.01.2018 08:00 - 03.01.2018 09:00,2018,1,3,9,4,1,30875,0.759,50,0,11145,11145,0,0.694,0.694,0.009,57,,
03.01.2018 09:00 - 03.01.2018 10:00,2018,1,3,10,4,1,32775,0.805,267,0,10716,10716,0,0.667,0.667,0.046,58,,
03.01.2018 10:00 - 03.01.2018 11:00,2018,1,3,11,4,1,33782,0.83,844,0,10859,10859,0,0.676,0.676,0.146,59,,
03.01.2018 11:00 - 03.01.2018 12:00,2018,1,3,12,4,1,33868,0.832,1425,0,10921,10921,0,0.68,0.68,0.246,60,,
03.01.2018 12:00 - 03.01.2018 13:00,2018,1,3,13,4,1,33554,0.825,1732,0,11331,11331,0,0.705,0.705,0.299,61,,
03.01.2018 13:00 - 03.01.2018 14:00,2018,1,3,14,4,1,33675,0.828,1756,0,11934,11934,0,0.743,0.743,0.303,62,,
03.01.2018 14:00 - 03.01.2018 15:00,2018,1,3,15,4,1,32631,0.802,1733,0,12217,12217,0,0.761,0.761,0.299,63,,
03.01.2018 15:00 - 03.01.2018 16:00,2018,1,3,16,4,1,31637,0.777,1667,0,12099,12099,0,0.753,0.753,0.288,64,,
03.01.2018 16:00 - 03.01.2018 17:00,2018,1,3,17,4,1,31192,0.767,1265,0,11933,11933,0,0.743,0.743,0.218,65,,
03.01.2018 17:00 - 03.01.2018 18:00,2018,1,3,18,4,1,31399,0.772,562,0,11935,11935,0,0.743,0.743,0.097,66,,
03.01.2018 18:00 - 03.01.2018 19:00,2018,1,3,19,4,1,33081,0.813,84,0,12244,12244,0,0.762,0.762,0.015,67,,
03.01.2018 19:00 - 03.01.2018 20:00,2018,1,3,20,4,1,33666,0.827,28,0,12296,12296,0,0.765,0.765,0.005,68,,
03.01.2018 20:00 - 03.01.2018 21:00,2018,1,3,21,4,1,33891,0.833,22,0,12395,12395,0,0.772,0.772,0.004,69,,
03.01.2018 21:00 - 03.01.2018 22:00,2018,1,3,22,4,1,33464,0.822,19,0,12629,12629,0,0.786,0.786,0.003,70,,
03.01.2018 22:00 - 03.01.2018 23:00,2018,1,3,23,4,1,31595,0.776,19,0,12453,12453,0,0.775,0.775,0.003,71,,
03.01.2018 23:00 - 04.01.2018 00:00,2018,1,3,24,4,1,28971,0.712,19,0,12363,12363,0,0.77,0.77,0.003,72,,
04.01.2018 00:00 - 04.01.2018 01:00,2018,1,4,1,5,1,26994,0.663,19,0,12415,12415,0,0.773,0.773,0.003,73,,
04.01.2018 01:00 - 04.01.2018 02:00,2018,1,4,2,5,1,24930,0.613,20,0,12027,12027,0,0.749,0.749,0.003,74,,
04.01.2018 02:00 - 04.01.2018 03:00,2018,1,4,3,5,1,23610,0.58,20,0,11718,11718,0,0.73,0.73,0.003,75,,
04.01.2018 03:00 - 04.01.2018 04:00,2018,1,4,4,5,1,23186,0.57,19,0,11481,11481,0,0.715,0.715,0.003,76,,
04.01.2018 04:00 - 04.01.2018 05:00,2018,1,4,5,5,1,23017,0.566,19,0,11757,11757,0,0.732,0.732,0.003,77,,
04.01.2018 05:00 - 04.01.2018 06:00,2018,1,4,6,5,1,23476,0.577,18,0,12380,12380,0,0.771,0.771,0.003,78,,
04.01.2018 06:00 - 04.01.2018 07:00,2018,1,4,7,5,1,25617,0.63,19,0,12430,12430,0,0.774,0.774,0.003,79,,
04.01.2018 07:00 - 04.01.2018 08:00,2018,1,4,8,5,1,28858,0.709,21,0,12283,12283,0,0.765,0.765,0.004,80,,
04.01.2018 08:00 - 04.01.2018 09:00,2018,1,4,9,5,1,31007,0.762,39,0,12402,12402,0,0.772,0.772,0.007,81,,
04.01.2018 09:00 - 04.01.2018 10:00,2018,1,4,10,5,1,32604,0.801,368,0,12315,12315,0,0.767,0.767,0.064,82,,
04.01.2018 10:00 - 04.01.2018 11:00,2018,1,4,11,5,1,33418,0.821,979,0,12163,12163,0,0.757,0.757,0.169,83,,
04.01.2018 11:00 - 04.01.2018 12:00,2018,1,4,12,5,1,33559,0.825,1409,0,12647,12647,0,0.787,0.787,0.243,84,,
04.01.2018 12:00 - 04.01.2018 13:00,2018,1,4,13,5,1,33349,0.82,1606,0,13416,13416,0,0.835,0.835,0.277,85,,
04.01.2018 13:00 - 04.01.2018 14:00,2018,1,4,14,5,1,33324,0.819,1674,0,13887,13887,0,0.865,0.865,0.289,86,,
04.01.2018 14:00 - 04.01.2018 15:00,2018,1,4,15,5,1,32391,0.796,1603,0,13961,13961,0,0.869,0.869,0.277,87,,
04.01.2018 15:00 - 04.01.2018 16:00,2018,1,4,16,5,1,31693,0.779,1326,0,13910,13910,0,0.866,0.866,0.229,88,,
04.01.2018 16:00 - 04.01.2018 17:00,2018,1,4,17,5,1,31326,0.77,794,0,13433,13433,0,0.836,0.836,0.137,89,,
04.01.2018 17:00 - 04.01.2018 18:00,2018,1,4,18,5,1,31413,0.772,242,0,12965,12965,0,0.807,0.807,0.042,90,,
04.01.2018 18:00 - 04.01.2018 19:00,2018,1,4,19,5,1,32976,0.81,37,0,12946,12946,0,0.806,0.806,0.006,91,,
04.01.2018 19:00 - 04.01.2018 20:00,2018,1,4,20,5,1,33437,0.822,23,0,13431,13431,0,0.836,0.836,0.004,92,,
04.01.2018 20:00 - 04.01.2018 21:00,2018,1,4,21,5,1,33461,0.822,23,0,13525,13525,0,0.842,0.842,0.004,93,,
04.01.2018 21:00 - 04.01.2018 22:00,2018,1,4,22,5,1,33056,0.812,23,0,13143,13143,0,0.818,0.818,0.004,94,,
04.01.2018 22:00 - 04.01.2018 23:00,2018,1,4,23,5,1,31102,0.764,23,0,12463,12463,0,0.776,0.776,0.004,95,,
04.01.2018 23:00 - 05.01.2018 00:00,2018,1,4,24,5,1,28626,0.703,24,0,12052,12052,0,0.75,0.75,0.004,96,,
05.01.2018 00:00 - 05.01.2018 01:00,2018,1,5,1,6,1,26733,0.657,23,0,11957,11957,0,0.744,0.744,0.004,97,,
05.01.2018 01:00 - 05.01.2018 02:00,2018,1,5,2,6,1,24878,0.611,23,0,11976,11976,0,0.746,0.746,0.004,98,,
05.01.2018 02:00 - 05.01.2018 03:00,2018,1,5,3,6,1,23584,0.58,24,0,11624,11624,0,0.724,0.724,0.004,99,,
05.01.2018 03:00 - 05.01.2018 04:00,2018,1,5,4,6,1,23014,0.566,23,0,11158,11158,0,0.695,0.695,0.004,100,,
05.01.2018 04:00 - 05.01.2018 05:00,2018,1,5,5,6,1,22802,0.56,24,0,10948,10948,0,0.682,0.682,0.004,101,,
05.01.2018 05:00 - 05.01.2018 06:00,2018,1,5,6,6,1,23141,0.569,24,0,11265,11265,0,0.701,0.701,0.004,102,,
05.01.2018 06:00 - 05.01.2018 07:00,2018,1,5,7,6,1,24878,0.611,25,0,11339,11339,0,0.706,0.706,0.004,103,,
05.01.2018 07:00 - 05.01.2018 08:00,2018,1,5,8,6,1,27954,0.687,24,0,11089,11089,0,0.69,0.69,0.004,104,,
05.01.2018 08:00 - 05.01.2018 09:00,2018,1,5,9,6,1,29972,0.737,35,0,10971,10971,0,0.683,0.683,0.006,105,,
05.01.2018 09:00 - 05.01.2018 10:00,2018,1,5,10,6,1,31666,0.778,347,0,11222,11222,0,0.699,0.699,0.06,106,,
05.01.2018 10:00 - 05.01.2018 11:00,2018,1,5,11,6,1,32685,0.803,847,0,11638,11638,0,0.725,0.725,0.146,107,,
05.01.2018 11:00 - 05.01.2018 12:00,2018,1,5,12,6,1,32938,0.809,1238,0,11747,11747,0,0.731,0.731,0.214,108,,
05.01.2018 12:00 - 05.01.2018 13:00,2018,1,5,13,6,1,32688,0.803,1467,0,11499,11499,0,0.716,0.716,0.253,109,,
05.01.2018 13:00 - 05.01.2018 14:00,2018,1,5,14,6,1,32605,0.801,1506,0,11134,11134,0,0.693,0.693,0.26,110,,
05.01.2018 14:00 - 05.01.2018 15:00,2018,1,5,15,6,1,31278,0.769,1397,0,10748,10748,0,0.669,0.669,0.241,111,,
05.01.2018 15:00 - 05.01.2018 16:00,2018,1,5,16,6,1,30103,0.74,1192,0,9841,9841,0,0.613,0.613,0.206,112,,
05.01.2018 16:00 - 05.01.2018 17:00,2018,1,5,17,6,1,29527,0.726,749,0,8455,8455,0,0.526,0.526,0.129,113,,
05.01.2018 17:00 - 05.01.2018 18:00,2018,1,5,18,6,1,29577,0.727,229,0,7311,7311,0,0.455,0.455,0.04,114,,
05.01.2018 18:00 - 05.01.2018 19:00,2018,1,5,19,6,1,30530,0.75,27,0,6776,6776,0,0.422,0.422,0.005,115,,
05.01.2018 19:00 - 05.01.2018 20:00,2018,1,5,20,6,1,30552,0.751,23,0,6292,6292,0,0.392,0.392,0.004,116,,
05.01.2018 20:00 - 05.01.2018 21:00,2018,1,5,21,6,1,30691,0.754,22,0,5779,5779,0,0.36,0.36,0.004,117,,
05.01.2018 21:00 - 05.01.2018 22:00,2018,1,5,22,6,1,30420,0.748,22,0,5433,5433,0,0.338,0.338,0.004,118,,
05.01.2018 22:00 - 05.01.2018 23:00,2018,1,5,23,6,1,28961,0.712,21,0,5346,5346,0,0.333,0.333,0.004,119,,
05.01.2018 23:00 - 06.01.2018 00:00,2018,1,5,24,6,1,27068,0.665,22,0,5171,5171,0,0.322,0.322,0.004,120,,
06.01.2018 00:00 - 06.01.2018 01:00,2018,1,6,1,7,1,25567,0.628,23,0,4883,4883,0,0.304,0.304,0.004,121,,
06.01.2018 01:00 - 06.01.2018 02:00,2018,1,6,2,7,1,23700,0.582,22,0,4893,4893,0,0.305,0.305,0.004,122,,
06.01.2018 02:00 - 06.01.2018 03:00,2018,1,6,3,7,1,22281,0.548,23,0,4791,4791,0,0.298,0.298,0.004,123,,
06.01.2018 03:00 - 06.01.2018 04:00,2018,1,6,4,7,1,21391,0.526,21,0,4823,4823,0,0.3,0.3,0.004,124,,
06.01.2018 04:00 - 06.01.2018 05:00,2018,1,6,5,7,1,21047,0.517,23,0,5011,5011,0,0.312,0.312,0.004,125,,
06.01.2018 05:00 - 06.01.2018 06:00,2018,1,6,6,7,1,20991,0.516,23,0,4769,4769,0,0.297,0.297,0.004,126,,
06.01.2018 06:00 - 06.01.2018 07:00,2018,1,6,7,7,1,21178,0.52,23,0,4946,4946,0,0.308,0.308,0.004,127,,
06.01.2018 07:00 - 06.01.2018 08:00,2018,1,6,8,7,1,21855,0.537,22,0,4969,4969,0,0.309,0.309,0.004,128,,
06.01.2018 08:00 - 06.01.2018 09:00,2018,1,6,9,7,1,22469,0.552,23,0,5184,5184,0,0.323,0.323,0.004,129,,
06.01.2018 09:00 - 06.01.2018 10:00,2018,1,6,10,7,1,24253,0.596,87,0,5064,5064,0,0.315,0.315,0.015,130,,
06.01.2018 10:00 - 06.01.2018 11:00,2018,1,6,11,7,1,26528,0.652,342,0,5002,5002,0,0.311,0.311,0.059,131,,
06.01.2018 11:00 - 06.01.2018 12:00,2018,1,6,12,7,1,27602,0.678,699,0,4578,4578,0,0.285,0.285,0.121,132,,
06.01.2018 12:00 - 06.01.2018 13:00,2018,1,6,13,7,1,27678,0.68,950,0,4480,4480,0,0.279,0.279,0.164,133,,
06.01.2018 13:00 - 06.01.2018 14:00,2018,1,6,14,7,1,27281,0.67,1013,0,4926,4926,0,0.307,0.307,0.175,134,,
06.01.2018 14:00 - 06.01.2018 15:00,2018,1,6,15,7,1,26784,0.658,1000,0,5736,5736,0,0.357,0.357,0.173,135,,
06.01.2018 15:00 - 06.01.2018 16:00,2018,1,6,16,7,1,25351,0.623,1032,0,6780,6780,0,0.422,0.422,0.178,136,,
06.01.2018 16:00 - 06.01.2018 17:00,2018,1,6,17,7,1,24822,0.61,974,0,7449,7449,0,0.464,0.464,0.168,137,,
06.01.2018 17:00 - 06.01.2018 18:00,2018,1,6,18,7,1,25178,0.619,550,0,7957,7957,0,0.495,0.495,0.095,138,,
06.01.2018 18:00 - 06.01.2018 19:00,2018,1,6,19,7,1,27240,0.669,108,0,8259,8259,0,0.514,0.514,0.019,139,,
06.01.2018 19:00 - 06.01.2018 20:00,2018,1,6,20,7,1,28394,0.698,35,0,8542,8542,0,0.532,0.532,0.006,140,,
06.01.2018 20:00 - 06.01.2018 21:00,2018,1,6,21,7,1,29055,0.714,30,0,8943,8943,0,0.557,0.557,0.005,141,,
06.01.2018 21:00 - 06.01.2018 22:00,2018,1,6,22,7,1,29432,0.723,20,0,9165,9165,0,0.571,0.571,0.003,142,,
06.01.2018 22:00 - 06.01.2018 23:00,2018,1,6,23,7,1,28963,0.712,20,0,9105,9105,0,0.567,0.567,0.003,143,,
06.01.2018 23:00 - 07.01.2018 00:00,2018,1,6,24,7,1,27330,0.672,20,0,8829,8829,0,0.55,0.55,0.003,144,,
07.01.2018 00:00 - 07.01.2018 01:00,2018,1,7,1,1,2,25450,0.625,20,0,8320,8320,0,0.518,0.518,0.003,145,,
07.01.2018 01:00 - 07.01.2018 02:00,2018,1,7,2,1,2,23662,0.581,19,0,7465,7465,0,0.465,0.465,0.003,146,,
07.01.2018 02:00 - 07.01.2018 03:00,2018,1,7,3,1,2,22130,0.544,18,0,7327,7327,0,0.456,0.456,0.003,147,,
07.01.2018 03:00 - 07.01.2018 04:00,2018,1,7,4,1,2,21250,0.522,17,0,6946,6946,0,0.432,0.432,0.003,148,,
07.01.2018 04:00 - 07.01.2018 05:00,2018,1,7,5,1,2,20994,0.516,18,0,6307,6307,0,0.393,0.393,0.003,149,,
07.01.2018 05:00 - 07.01.2018 06:00,2018,1,7,6,1,2,20974,0.515,19,0,6284,6284,0,0.391,0.391,0.003,150,,
07.01.2018 06:00 - 07.01.2018 07:00,2018,1,7,7,1,2,21423,0.526,19,0,6321,6321,0,0.394,0.394,0.003,151,,
07.01.2018 07:00 - 07.01.2018 08:00,2018,1,7,8,1,2,22259,0.547,19,0,6210,6210,0,0.387,0.387,0.003,152,,
07.01.2018 08:00 - 07.01.2018 09:00,2018,1,7,9,1,2,22981,0.565,30,0,5852,5852,0,0.364,0.364,0.005,153,,
07.01.2018 09:00 - 07.01.2018 10:00,2018,1,7,10,1,2,24643,0.606,260,0,5444,5444,0,0.339,0.339,0.045,154,,
07.01.2018 10:00 - 07.01.2018 11:00,2018,1,7,11,1,2,26939,0.662,744,0,5181,5181,0,0.323,0.323,0.128,155,,
07.01.2018 11:00 - 07.01.2018 12:00,2018,1,7,12,1,2,28050,0.689,1129,0,5043,5043,0,0.314,0.314,0.195,156,,
07.01.2018 12:00 - 07.01.2018 13:00,2018,1,7,13,1,2,28642,0.704,1201,0,4930,4930,0,0.307,0.307,0.207,157,,
07.01.2018 13:00 - 07.01.2018 14:00,2018,1,7,14,1,2,29427,0.723,1220,0,4988,4988,0,0.311,0.311,0.211,158,,
07.01.2018 14:00 - 07.01.2018 15:00,2018,1,7,15,1,2,29679,0.729,1144,0,4890,4890,0,0.304,0.304,0.198,159,,
07.01.2018 15:00 - 07.01.2018 16:00,2018,1,7,16,1,2,28491,0.7,934,0,4914,4914,0,0.306,0.306,0.161,160,,
07.01.2018 16:00 - 07.01.2018 17:00,2018,1,7,17,1,2,27811,0.683,515,0,4719,4719,0,0.294,0.294,0.089,161,,
07.01.2018 17:00 - 07.01.2018 18:00,2018,1,7,18,1,2,28043,0.689,132,0,4377,4377,0,0.272,0.272,0.023,162,,
07.01.2018 18:00 - 07.01.2018 19:00,2018,1,7,19,1,2,30461,0.749,30,0,3987,3987,0,0.248,0.248,0.005,163,,
07.01.2018 19:00 - 07.01.2018 20:00,2018,1,7,20,1,2,31765,0.781,34,0,3762,3762,0,0.234,0.234,0.006,164,,
07.01.2018 20:00 - 07.01.2018 21:00,2018,1,7,21,1,2,32899,0.808,34,0,3493,3493,0,0.217,0.217,0.006,165,,
07.01.2018 21:00 - 07.01.2018 22:00,2018,1,7,22,1,2,32866,0.808,34,0,3074,3074,0,0.191,0.191,0.006,166,,
07.01.2018 22:00 - 07.01.2018 23:00,2018,1,7,23,1,2,31471,0.773,34,0,2997,2997,0,0.187,0.187,0.006,167,,
07.01.2018 23:00 - 08.01.2018 00:00,2018,1,7,24,1,2,28895,0.71,28,0,2707,2707,0,0.169,0.169,0.005,168,,
08.01.2018 00:00 - 08.01.2018 01:00,2018,1,8,1,2,2,26185,0.643,19,0,2427,2427,0,0.151,0.151,0.003,169,,
08.01.2018 01:00 - 08.01.2018 02:00,2018,1,8,2,2,2,24330,0.598,17,0,2099,2099,0,0.131,0.131,0.003,170,,
08.01.2018 02:00 - 08.01.2018 03:00,2018,1,8,3,2,2,23125,0.568,17,0,1783,1783,0,0.111,0.111,0.003,171,,
08.01.2018 03:00 - 08.01.2018 04:00,2018,1,8,4,2,2,22738,0.559,17,0,1723,1723,0,0.107,0.107,0.003,172,,
08.01.2018 04:00 - 08.01.2018 05:00,2018,1,8,5,2,2,22658,0.557,17,0,1709,1709,0,0.106,0.106,0.003,173,,
08.01.2018 05:00 - 08.01.2018 06:00,2018,1,8,6,2,2,23611,0.58,19,0,1750,1750,0,0.109,0.109,0.003,174,,
08.01.2018 06:00 - 08.01.2018 07:00,2018,1,8,7,2,2,26856,0.66,20,0,1666,1666,0,0.104,0.104,0.003,175,,
08.01.2018 07:00 - 08.01.2018 08:00,2018,1,8,8,2,2,31913,0.784,18,0,1603,1603,0,0.1,0.1,0.003,176,,
08.01.2018 08:00 - 08.01.2018 09:00,2018,1,8,9,2,2,35308,0.868,26,0,1321,1321,0,0.082,0.082,0.004,177,,
08.01.2018 09:00 - 08.01.2018 10:00,2018,1,8,10,2,2,36816,0.905,394,0,955,955,0,0.059,0.059,0.068,178,,
08.01.2018 10:00 - 08.01.2018 11:00,2018,1,8,11,2,2,37648,0.925,1242,0,978,978,0,0.061,0.061,0.214,179,,
08.01.2018 11:00 - 08.01.2018 12:00,2018,1,8,12,2,2,37613,0.924,1914,0,1068,1068,0,0.066,0.066,0.33,180,,
08.01.2018 12:00 - 08.01.2018 13:00,2018,1,8,13,2,2,37279,0.916,2381,0,947,947,0,0.059,0.059,0.411,181,,
08.01.2018 13:00 - 08.01.2018 14:00,2018,1,8,14,2,2,37139,0.913,2655,0,954,954,0,0.059,0.059,0.458,182,,
08.01.2018 14:00 - 08.01.2018 15:00,2018,1,8,15,2,2,35950,0.883,2638,0,991,991,0,0.062,0.062,0.455,183,,
08.01.2018 15:00 - 08.01.2018 16:00,2018,1,8,16,2,2,35288,0.867,2407,0,1020,1020,0,0.063,0.063,0.416,184,,
08.01.2018 16:00 - 08.01.2018 17:00,2018,1,8,17,2,2,35075,0.862,1843,0,992,992,0,0.062,0.062,0.318,185,,
08.01.2018 17:00 - 08.01.2018 18:00,2018,1,8,18,2,2,35447,0.871,801,0,1102,1102,0,0.069,0.069,0.138,186,,
08.01.2018 18:00 - 08.01.2018 19:00,2018,1,8,19,2,2,37221,0.915,146,0,1536,1536,0,0.096,0.096,0.025,187,,
08.01.2018 19:00 - 08.01.2018 20:00,2018,1,8,20,2,2,38093,0.936,75,0,1825,1825,0,0.114,0.114,0.013,188,,
08.01.2018 20:00 - 08.01.2018 21:00,2018,1,8,21,2,2,38400,0.944,65,0,2000,2000,0,0.125,0.125,0.011,189,,
08.01.2018 21:00 - 08.01.2018 22:00,2018,1,8,22,2,2,37615,0.924,65,0,2389,2389,0,0.149,0.149,0.011,190,,
08.01.2018 22:00 - 08.01.2018 23:00,2018,1,8,23,2,2,34909,0.858,64,0,2870,2870,0,0.179,0.179,0.011,191,,
08.01.2018 23:00 - 09.01.2018 00:00,2018,1,8,24,2,2,31417,0.772,38,0,3486,3486,0,0.217,0.217,0.007,192,,
