Weights
78
112
72
79
53
150
98
124
96
70
142
61
75
79
113
114
113
103
61
135
129
73
108
81
63
81
90
129
110
58
74
131
58
64
117
134
118
98
144
69
101
80
119
74
94
123
69
113
166
106
84
59
131
75
95
86
106
83
96
110
143
110
81
110
120
70
86
69
111
111
58
135
89
112
62
146
120
118
118
163
110
96
65
66
74
123
84
110
73
