Weights
47
31
34
30
48
36
36
48
31
28
25
36
25
48
41
31
28
39
52
33
39
24
32
40
44
26
26
32
26
32
26
34
27
41
34
42
37
48
27
38
24
37
53
49
29
35
26
32
26
19
28
33
46
26
39
24
33
39
35
22
36
37
25
25
24
34
36
27
18
40
23
35
46
29
24
37
19
28
38
21
23
26
33
24
27
21
37
23
27
24
26
22
36
47
34
24
29
35
44
25
24
24
23
36
27
21
27
33
13
37
35
24
26
48
22
36
38
48
24
45
16
35
22
28
42
38
24
36
24
35
27
47
24
35
35
52
21
26
24
22
47
26
23
64
31
48
34
53
48
58
36
48
24
35
24
37
24
46
28
22
25
24
22
27
22
36
23
27
23
34
49
28
34
21
27
24
24
21
24
25
35
26
49
33
61
25
35
26
24
37
44
28
33
23
26
32
28
37
23
36
34
27
26
33
37
32
27
22
28
34
33
24
54
25
33
14
42
30
49
18
25
46
26
24
28
34
24
38
49
33
38
26
40
30
50
34
20
36
28
41
31
46
35
39
30
30
29
55
55
40
32
24
35
30
23
43
37
37
40
23
35
25
43
41
44
35
31
45
28
