node,hydro_tech,hcap_min,hcap_max,wcap_min,wcap_max
1.0,1.0,3337.385005973715,1874.5687242131476,3337.385005973715,1874.5687242131476
2.0,1.0,8528.397557666209,3553.537537246242,8528.397557666209,3553.537537246242
3.0,1.0,1358.7279321198844,341.7170188209118,1358.7279321198844,341.7170188209118
4.0,1.0,0.0,26.562431395142152,0.0,26.562431395142152
5.0,1.0,30566.00000000001,0.0,30566.00000000001,0.0
