Demand_ftr,Demand,Avail_Sol,Avail_Wind_On,Avail_Wind_Off,Hyd_In,HydRoR_In
12373.99929,0.773677475,0,0.332427692,0.818120122,0,1323.621539
12359.6234,0.77277863,0,0.351717746,0.826656774,0,1323.621539
12375.31547,0.773759768,0,0.357111978,0.819609771,0,1323.621539
12768.85097,0.798365358,0,0.366138911,0.814173468,0,1323.621539
13634.51598,0.852490585,0,0.364281028,0.804088108,0,1323.621539
14192.96468,0.887407282,0,0.356544668,0.793736552,0,1323.621539
14048.31827,0.878363345,0,0.350775739,0.788311011,0,1323.621539
13992.34486,0.874863638,0,0.342846373,0.763924609,0,1323.621539
14048.93695,0.878402027,0.000194884,0.327176837,0.705118159,0,1323.621539
14046.49379,0.87824927,0.003855327,0.30751639,0.679009782,0,1323.621539
14035.64749,0.877571111,0.010149977,0.259201848,0.650830354,0,1323.621539
14023.68247,0.876823005,0.01288255,0.264187064,0.655791168,0,1323.621539
14016.90409,0.87639919,0.010183097,0.26444719,0.646650107,0,1323.621539
14015.22827,0.876294411,0.003929766,0.275967153,0.67208703,0,1323.621539
14067.71939,0.879576389,5.67E-05,0.282021218,0.688854027,0,1323.621539
14181.72344,0.886704429,0,0.28159051,0.678346615,0,1323.621539
14212.96644,0.888657881,0,0.276219824,0.648085654,0,1323.621539
14194.65702,0.887513094,0,0.266407508,0.604894923,0,1323.621539
14106.77088,0.882018062,0,0.257518268,0.574458235,0,1323.621539
13983.47771,0.874309224,0,0.252592238,0.563171535,0,1323.621539
13685.75774,0.855694448,0,0.257239681,0.542702552,0,1323.621539
13096.7658,0.818868052,0,0.270295561,0.530877765,0,1323.621539
12445.18951,0.778128604,0,0.238244395,0.465721829,0,1323.621539
12257.41693,0.766388227,0,0.269812433,0.424669958,0,1323.621539
12120.89211,0.757852088,0,0.275917575,0.401212371,0,1323.621539
12097.6806,0.756400801,0,0.281691032,0.396412623,0,1323.621539
12106.83757,0.756973336,0,0.274798349,0.413771117,0,1323.621539
12483.10502,0.78049925,0,0.257395951,0.440469536,0,1323.621539
13425.24225,0.83940586,0,0.24591253,0.447616442,0,1323.621539
14008.41385,0.875868343,0,0.228294075,0.421763825,0,1323.621539
13878.76276,0.86776198,0,0.214022257,0.383688993,0,1323.621539
13806.53417,0.863245927,0,0.202466532,0.3545872,0,1323.621539
13857.59273,0.866438335,0.00016574,0.196588051,0.353094725,0,1323.621539
13869.51871,0.867184001,0.004328869,0.196089687,0.33636422,0,1323.621539
13876.06583,0.867593356,0.014118725,0.191259093,0.297894425,0,1323.621539
13884.25574,0.868105425,0.017120704,0.189862484,0.30261919,0,1323.621539
13890.22924,0.868478915,0.019766958,0.187767954,0.33144688,0,1323.621539
13890.70076,0.868508397,0.005660931,0.196473226,0.37908022,0,1323.621539
13945.19956,0.871915904,9.86E-05,0.202636866,0.438375666,0,1323.621539
14048.36933,0.878366537,0,0.214593886,0.491459091,0,1323.621539
14066.49555,0.879499869,0,0.223433906,0.52527231,0,1323.621539
14052.69854,0.878637219,0,0.228347414,0.544640512,0,1323.621539
13929.58407,0.870939554,0,0.232764631,0.576962326,0,1323.621539
13799.75579,0.862822113,0,0.241371548,0.599661476,0,1323.621539
13529.67039,0.845935172,0,0.256536601,0.629384288,0,1323.621539
12969.61644,0.810918108,0,0.268986019,0.654173922,0,1323.621539
12408.34016,0.775824619,0,0.301748542,0.702659052,0,1323.621539
12255.2756,0.766254341,0,0.34292061,0.743689302,0,1323.621539
12119.43778,0.757761157,0,0.376057327,0.766817501,0,1323.621539
12101.12986,0.756616464,0,0.403072616,0.738287925,0,1323.621539
12121.11285,0.75786589,0,0.425990546,0.693953218,0,1323.621539
12510.53237,0.78221413,0,0.436343212,0.633121325,0,1323.621539
13433.41564,0.839916897,0,0.447953926,0.570724157,0,1323.621539
14060.70075,0.879137552,0,0.448826984,0.509953014,0,1323.621539
13897.30795,0.868921508,0,0.444047494,0.474601358,0,1323.621539
13830.14136,0.864721954,0,0.43053836,0.459796193,0,1323.621539
13878.27774,0.867731654,0.000184776,0.411486936,0.443934031,0,1323.621539
13883.21361,0.868040267,0.005642295,0.377247902,0.417978964,0,1323.621539
13889.79677,0.868451875,0.02170623,0.328878419,0.373025547,0,1323.621539
13886.81603,0.868265506,0.030490604,0.299898702,0.358419866,0,1323.621539
13883.15354,0.868036511,0.018167403,0.268530096,0.377617004,0,1323.621539
13883.43135,0.868053881,0.004755517,0.236149477,0.420061778,0,1323.621539
13948.74792,0.872137763,0.000110352,0.212509682,0.454135835,0,1323.621539
14081.2371,0.880421576,0,0.191319906,0.471251976,0,1323.621539
14125.19593,0.883170078,0,0.173287531,0.483419732,0,1323.621539
14107.39556,0.88205712,0,0.15609643,0.483527149,0,1323.621539
13995.79712,0.875079489,0,0.146779608,0.466419683,0,1323.621539
13882.16547,0.867974732,0,0.131500546,0.431396714,0,1323.621539
13629.35186,0.852167701,0,0.118682503,0.40905747,0,1323.621539
13116.14289,0.820079594,0,0.11302248,0.406729275,0,1323.621539
12479.70382,0.780286592,0,0.102982238,0.373551465,0,1323.621539
12322.31155,0.770445727,0,0.103669569,0.360175403,0,1323.621539
12211.05248,0.763489315,0,0.106196518,0.367051036,0,1323.621539
12190.88403,0.762228294,0,0.103402697,0.378389044,0,1323.621539
12217.97651,0.763922236,0,0.103801286,0.397573413,0,1323.621539
12655.51213,0.79127891,0,0.105456824,0.424853044,0,1323.621539
13558.18341,0.847717933,0,0.117414541,0.456058881,0,1323.621539
14137.88174,0.883963251,0,0.122624515,0.482363789,0,1323.621539
13984.72407,0.874387152,0,0.127208355,0.515111049,0,1323.621539
13923.07599,0.87053264,0,0.13758624,0.559374065,0,1323.621539
13976.19479,0.873853864,0.000255302,0.149290508,0.596751703,0,1323.621539
13976.56569,0.873877054,0.004759005,0.155610659,0.621670097,0,1323.621539
13968.99596,0.873403761,0.010459792,0.153505394,0.639650084,0,1323.621539
13930.27482,0.870982743,0.015097094,0.176072198,0.687455312,0,1323.621539
13947.07811,0.872033359,0.012972342,0.19276662,0.718802168,0,1323.621539
13940.19762,0.871603161,0.004539357,0.223235313,0.737212931,0,1323.621539
14009.71727,0.875949838,0.000151128,0.249360658,0.750808091,0,1323.621539
14113.42312,0.882433989,0,0.26491919,0.758278172,0,1323.621539
14134.40846,0.883746086,0,0.278097985,0.772682963,0,1323.621539
14107.39556,0.88205712,0,0.29389131,0.794450382,0,1323.621539
13983.42816,0.874306126,0,0.308183798,0.810828096,0,1323.621539
13868.39248,0.867113584,0,0.334983234,0.837020947,0,1323.621539
13602.72488,0.850502864,0,0.36001144,0.852643489,0,1323.621539
13071.91676,0.817314379,0,0.388689213,0.867825016,0,1323.621539
12443.34926,0.778013543,0,0.386071659,0.854905365,0,1323.621539
12296.4444,0.768828398,0,0.424599001,0.839433183,0,1323.621539
12177.68466,0.761403011,0,0.444194882,0.830575304,0,1323.621539
12155.1549,0.75999435,0,0.450447707,0.808050239,0,1323.621539
12164.36517,0.760570217,0,0.454609102,0.785966272,0,1323.621539
12570.7554,0.785979542,0,0.458633724,0.762931977,0,1323.621539
13492.97345,0.843640716,0,0.468718982,0.735636101,0,1323.621539
14033.11873,0.877413002,0,0.474461256,0.705648781,0,1323.621539
13865.80667,0.866951908,0,0.479211765,0.687232387,0,1323.621539
13813.2735,0.8636673,0,0.490268902,0.68009453,0,1323.621539
13836.40167,0.865113376,0.000196362,0.489296403,0.666112198,0,1323.621539
13846.16079,0.86572356,0.004324014,0.485698259,0.649904355,0,1323.621539
13844.47145,0.865617935,0.010234457,0.443441289,0.585613,0,1323.621539
13839.22174,0.865289699,0.013206021,0.454629721,0.545696419,0,1323.621539
13836.78008,0.865137036,0.010451739,0.451856006,0.510472937,0,1323.621539
13847.38162,0.865799891,0.003766465,0.442284756,0.476693792,0,1323.621539
13899.55889,0.869062246,0.000137365,0.440542251,0.439993193,0,1323.621539
14019.51243,0.876562275,0,0.428318118,0.397215068,0,1323.621539
14057.64042,0.878946207,0,0.410464321,0.356133582,0,1323.621539
14049.95806,0.878465872,0,0.39432552,0.327616766,0,1323.621539
