Demand_ftr,Demand,Avail_Sol,Avail_Wind_On,Avail_Wind_Off,Hyd_In,HydRoR_In
51140.3111,0.690146092,0,0.7307479,0.890300634,0,1930.978121
48661.08907,0.656688623,0,0.720070868,0.891725967,0,1930.978121
47147.16966,0.636258056,0,0.704775011,0.893808988,0,1930.978121
46863.7536,0.632433314,0,0.687914329,0.891346148,0,1930.978121
46896.83742,0.632879785,0,0.663668916,0.885115492,0,1930.978121
48654.2662,0.656596547,0,0.655559051,0.87275868,0,1930.978121
55456.70902,0.748396523,0,0.631943016,0.837517596,0,1930.978121
62705.99879,0.846226765,0,0.607619268,0.801979066,0,1930.978121
66393.87042,0.89599514,0,0.581948419,0.777560081,0,1930.978121
67659.06804,0.91306917,0.003469527,0.561334428,0.764311219,0,1930.978121
68253.57605,0.921092144,0.104085368,0.527655645,0.739376028,0,1930.978121
68037.13948,0.9181713,0.197389379,0.536690601,0.743233568,0,1930.978121
67940.89685,0.916872492,0.26399392,0.554317248,0.776170272,0,1930.978121
67769.65892,0.91456161,0.295989472,0.567132692,0.771412781,0,1930.978121
67630.58361,0.912684768,0.271389717,0.601135508,0.758898417,0,1930.978121
67616.79869,0.912498739,0.242805054,0.618452397,0.776539441,0,1930.978121
67911.35867,0.91647387,0.098942406,0.641568775,0.817730599,0,1930.978121
68993.03122,0.931071201,0.000561901,0.669201631,0.850451605,0,1930.978121
69054.56633,0.931901627,0,0.689586576,0.867304331,0,1930.978121
68828.42067,0.928849757,0,0.686250072,0.878804453,0,1930.978121
66892.09603,0.902718769,0,0.654014282,0.876419145,0,1930.978121
62413.46015,0.842278913,0,0.617897647,0.861129687,0,1930.978121
58896.93911,0.794822939,0,0.567771778,0.833797437,0,1930.978121
55482.42652,0.748743585,0,0.547911604,0.820489063,0,1930.978121
51254.92811,0.691692866,0,0.518058649,0.793136138,0,1930.978121
48692.34043,0.657110365,0,0.512224945,0.743103657,0,1930.978121
47384.7144,0.639463757,0,0.486695048,0.693965786,0,1930.978121
47307.08473,0.638416133,0,0.470930768,0.658399177,0,1930.978121
47414.56738,0.639866628,0,0.468713273,0.607586971,0,1930.978121
49368.05026,0.666229169,0,0.485812031,0.626040219,0,1930.978121
56720.40554,0.765450295,0,0.511339997,0.668461708,0,1930.978121
63106.64304,0.851633519,0,0.542288074,0.72188746,0,1930.978121
66393.87042,0.89599514,0,0.5656643,0.747197307,0,1930.978121
67473.21677,0.91056108,0.001842684,0.613011833,0.771518336,0,1930.978121
67796.08886,0.914918286,0.025509129,0.648639756,0.802890819,0,1930.978121
67898.01778,0.916293832,0.076134774,0.719972861,0.828328076,0,1930.978121
67654.02461,0.913001108,0.099105047,0.769082668,0.873619697,0,1930.978121
67219.2958,0.907134378,0.081406176,0.7930808,0.903353159,0,1930.978121
66602.91085,0.898816172,0.062703245,0.768318207,0.909860126,0,1930.978121
66354.7822,0.895467639,0.040271663,0.739314935,0.907562211,0,1930.978121
66449.52705,0.896746235,0.009096483,0.712749443,0.872471943,0,1930.978121
67258.28461,0.907660538,0.000170812,0.673355695,0.855627938,0,1930.978121
67329.44265,0.908620827,0,0.648722196,0.85008415,0,1930.978121
67041.10577,0.904729677,0,0.649333734,0.838048731,0,1930.978121
65610.03839,0.885417211,0,0.672208915,0.796766708,0,1930.978121
62523.71304,0.843766792,0,0.702883192,0.754533894,0,1930.978121
59012.24868,0.796379059,0,0.718702962,0.678723228,0,1930.978121
55241.39247,0.745490794,0,0.723745447,0.705160924,0,1930.978121
50935.15099,0.687377426,0,0.721533919,0.717677404,0,1930.978121
48022.7609,0.648074289,0,0.714304231,0.734029185,0,1930.978121
46536.24566,0.628013545,0,0.719413362,0.776874201,0,1930.978121
46461.77061,0.627008494,0,0.728358056,0.80306543,0,1930.978121
46600.62722,0.628882384,0,0.729969402,0.79816062,0,1930.978121
48411.58856,0.653321576,0,0.731916018,0.800352591,0,1930.978121
53913.40386,0.727569391,0,0.72933976,0.815495337,0,1930.978121
61012.428,0.823371776,0,0.732313722,0.802592877,0,1930.978121
65028.5399,0.877569802,0,0.736234315,0.816881193,0,1930.978121
66717.39199,0.900361112,0.005096601,0.736175082,0.84762696,0,1930.978121
67221.20448,0.907160136,0.11940217,0.753182396,0.886324493,0,1930.978121
67023.98065,0.904498571,0.228158198,0.751263944,0.879955524,0,1930.978121
66722.48181,0.9004298,0.287738541,0.755486373,0.882199467,0,1930.978121
66541.70048,0.897990129,0.325048465,0.744161112,0.874007816,0,1930.978121
66583.92344,0.898559934,0.293097853,0.739087727,0.87733992,0,1930.978121
66711.20866,0.900277667,0.191813644,0.732402623,0.881642881,0,1930.978121
66882.95689,0.902595435,0.067013822,0.72258488,0.880605475,0,1930.978121
67872.57531,0.915950482,0.0004382,0.716882607,0.881614304,0,1930.978121
68151.9056,0.919720086,0,0.711286998,0.879433457,0,1930.978121
68179.8731,0.920097512,0,0.692407812,0.87301119,0,1930.978121
66707.63651,0.90022946,0,0.660497138,0.859084576,0,1930.978121
62535.76159,0.843929389,0,0.619458789,0.835126146,0,1930.978121
58850.89216,0.794201529,0,0.546242574,0.779287412,0,1930.978121
55361.65268,0.747113724,0,0.500923853,0.727418312,0,1930.978121
51023.517,0.688569939,0,0.452333991,0.694411672,0,1930.978121
48446.35574,0.653790765,0,0.407615183,0.644458468,0,1930.978121
46980.36876,0.634007053,0,0.367377708,0.581283276,0,1930.978121
46762.81216,0.631071094,0,0.351037473,0.53205849,0,1930.978121
46881.22334,0.632669071,0,0.353294431,0.537094363,0,1930.978121
48580.85153,0.655605805,0,0.352229483,0.539858225,0,1930.978121
55067.2385,0.743140561,0,0.369505659,0.551706202,0,1930.978121
61452.84972,0.829315332,0,0.391257187,0.563671698,0,1930.978121
65231.19154,0.880304616,0,0.43603087,0.595565436,0,1930.978121
