Demand_ftr,Demand,Avail_Sol,Avail_Wind_On,Avail_Wind_Off,Hyd_In,HydRoR_In
63935.1768,0.647282779,0,0.788913432,0.934466468,3449.792373,4517.395556
62496.04257,0.632712915,0,0.788063996,0.93455934,3449.792373,4517.395556
62538.77763,0.633145567,0,0.793301131,0.935539464,3449.792373,4517.395556
63192.64517,0.639765353,0,0.793446972,0.935772123,3449.792373,4517.395556
67588.36775,0.684267858,0,0.786223396,0.936323296,3449.792373,4517.395556
74548.45277,0.754732091,0,0.76787407,0.935735693,3449.792373,4517.395556
83414.80038,0.844495417,0,0.759782847,0.908191399,3449.792373,4517.395556
88600.07017,0.896991335,5.90E-08,0.764434657,0.736218076,3449.792373,4517.395556
90091.6703,0.912092366,0.004277365,0.767924832,0.731844103,3449.792373,4517.395556
89434.88921,0.905443083,0.1041706,0.779555371,0.71025952,3449.792373,4517.395556
88970.55173,0.900742108,0.167541374,0.769333959,0.747338683,3449.792373,4517.395556
88755.21151,0.898561994,0.183928196,0.785595859,0.803844291,3449.792373,4517.395556
88694.01371,0.897942424,0.170255401,0.801588662,0.751660983,3449.792373,4517.395556
88589.60766,0.896885412,0.163117343,0.80612776,0.729875141,3449.792373,4517.395556
88593.26165,0.896922406,0.136461845,0.832227049,0.726893084,3449.792373,4517.395556
88889.79586,0.899924532,0.101536849,0.860026313,0.818317186,3449.792373,4517.395556
90078.88571,0.911962934,0.072187623,0.866196987,0.878640205,3449.792373,4517.395556
90619.26479,0.917433758,0.000833296,0.872518598,0.920555604,3449.792373,4517.395556
90173.90705,0.912924935,0,0.865123034,0.934738978,3449.792373,4517.395556
87434.68308,0.885192901,0,0.84978827,0.936683968,3449.792373,4517.395556
83363.57438,0.843976802,0,0.834881112,0.93646528,3449.792373,4517.395556
79830.0758,0.808203494,0,0.820368844,0.930642486,3449.792373,4517.395556
75110.96611,0.760427003,0,0.803201081,0.922168041,3449.792373,4517.395556
66756.91353,0.675850176,0,0.759075633,0.901094291,3449.792373,4517.395556
64636.44986,0.654382501,0,0.706704375,0.841495636,3449.792373,4517.395556
63495.01088,0.642826518,0,0.662099155,0.818684864,3449.792373,4517.395556
63457.805,0.642449844,0,0.626871635,0.801702671,3449.792373,4517.395556
63906.85179,0.646996015,0,0.593932503,0.797289958,3449.792373,4517.395556
67778.69082,0.686194698,0,0.572030629,0.769051368,3449.792373,4517.395556
75379.69668,0.763147644,0,0.53370104,0.655156014,3449.792373,4517.395556
84520.77723,0.855692379,0,0.48422281,0.66844818,3449.792373,4517.395556
89482.03185,0.905920357,1.18E-07,0.44680057,0.714005761,3449.792373,4517.395556
91194.03697,0.923252779,0.004462027,0.427952724,0.716311517,3449.792373,4517.395556
90134.93989,0.91253043,0.075035351,0.420659913,0.774323823,3449.792373,4517.395556
89721.46914,0.908344432,0.098586294,0.44053348,0.810282189,3449.792373,4517.395556
89369.54671,0.904781553,0.109840177,0.454297678,0.813287625,3449.792373,4517.395556
88746.3175,0.89847195,0.114238184,0.500093098,0.854044013,3449.792373,4517.395556
88435.8508,0.895328771,0.083131721,0.512929613,0.875668785,3449.792373,4517.395556
88575.00921,0.896737617,0.059735053,0.532351146,0.885831913,3449.792373,4517.395556
88828.48414,0.899303809,0.035499722,0.581553817,0.892374406,3449.792373,4517.395556
89943.96838,0.910597025,0.013984234,0.627067513,0.897147539,3449.792373,4517.395556
89863.76456,0.909785038,0.000313129,0.663479507,0.901158518,3449.792373,4517.395556
88453.48985,0.895507349,0,0.695107429,0.908110539,3449.792373,4517.395556
85391.40891,0.864506696,0,0.723475836,0.915468312,3449.792373,4517.395556
81615.1783,0.826275957,0,0.743261573,0.922606676,3449.792373,4517.395556
77291.30444,0.782500852,0,0.758245425,0.92021522,3449.792373,4517.395556
72542.04274,0.7344191,0,0.737813612,0.869311306,3449.792373,4517.395556
66047.7673,0.668670746,0,0.771937401,0.769969917,3449.792373,4517.395556
63569.14662,0.643577072,0,0.799281237,0.611106425,3449.792373,4517.395556
62047.56535,0.62817251,0,0.815288081,0.555687835,3449.792373,4517.395556
61810.76121,0.625775094,0,0.834625086,0.638553876,3449.792373,4517.395556
62324.99715,0.630981243,0,0.845758208,0.825286439,3449.792373,4517.395556
66445.9386,0.672701851,0,0.856255783,0.629276282,3449.792373,4517.395556
72873.85945,0.737778428,0,0.864202899,0.68831269,3449.792373,4517.395556
81969.13365,0.829859418,0,0.868120488,0.627249635,3449.792373,4517.395556
86129.03349,0.871974442,7.24E-08,0.875490534,0.67968674,3449.792373,4517.395556
86999.95433,0.880791686,0.001817259,0.879045913,0.759731076,3449.792373,4517.395556
86601.66036,0.876759339,0.072521559,0.883300513,0.778218917,3449.792373,4517.395556
86040.25987,0.871075694,0.153948539,0.86648513,0.931707716,3449.792373,4517.395556
85408.76756,0.864682436,0.247990142,0.870503699,0.926386344,3449.792373,4517.395556
85441.56587,0.865014487,0.305015973,0.890140703,0.916329697,3449.792373,4517.395556
85615.11738,0.866771531,0.288157337,0.905223571,0.821534826,3449.792373,4517.395556
85996.58721,0.87063355,0.250456792,0.901497784,0.882858278,3449.792373,4517.395556
86400.38407,0.874721608,0.172231051,0.884615687,0.909515729,3449.792373,4517.395556
87796.50722,0.888856026,0.07788959,0.869122471,0.911969983,3449.792373,4517.395556
88004.44307,0.890961178,0.000570804,0.853409364,0.918795309,3449.792373,4517.395556
87684.42516,0.887721302,0,0.823418104,0.926265145,3449.792373,4517.395556
85442.13544,0.865020254,0,0.794276258,0.926603383,3449.792373,4517.395556
81798.89439,0.828135907,0,0.773303936,0.899798901,3449.792373,4517.395556
77703.63605,0.786675317,0,0.758569124,0.877032522,3449.792373,4517.395556
73450.59006,0.743617276,0,0.704975644,0.862960634,3449.792373,4517.395556
66481.05899,0.673057411,0,0.690424085,0.867040816,3449.792373,4517.395556
64045.85247,0.648403264,0,0.696434065,0.854766094,3449.792373,4517.395556
62559.27329,0.633353066,0,0.703684154,0.851536006,3449.792373,4517.395556
62451.3184,0.632260126,0,0.72348941,0.859301606,3449.792373,4517.395556
62875.38309,0.636553377,0,0.729739507,0.837781266,3449.792373,4517.395556
66659.75413,0.67486653,0,0.738054629,0.853361351,3449.792373,4517.395556
73079.16652,0.739856967,0,0.75361752,0.863974617,3449.792373,4517.395556
81962.34266,0.829790666,0,0.773505792,0.853807896,3449.792373,4517.395556
85485.81686,0.865462486,5.44E-08,0.781401811,0.853395077,3449.792373,4517.395556
85557.3545,0.866186737,0.001632786,0.795283581,0.875670626,3449.792373,4517.395556
84891.34642,0.859444039,0.026147736,0.815790347,0.901108498,3449.792373,4517.395556
84445.15623,0.854926788,0.056559358,0.799524692,0.917929432,3449.792373,4517.395556
83441.18449,0.844762531,0.092061345,0.813591559,0.915368467,3449.792373,4517.395556
83119.13366,0.841502073,0.126627334,0.83685247,0.926929124,3449.792373,4517.395556
82910.48805,0.839389735,0.130489401,0.843556749,0.932605368,3449.792373,4517.395556
82920.28461,0.839488915,0.118413621,0.846207474,0.929756368,3449.792373,4517.395556
83164.13824,0.841957701,0.093317591,0.840410291,0.918039786,3449.792373,4517.395556
