Demand,Avail_Sol,Avail_Wind_On,Avail_Wind_Off,Hyd_In,HydRoR_In
12315.613904057134,0.0,0.9336459810773606,0.1677150890237614,67.27995055187814,5.752178978481181
12106.076159222584,0.0,0.9356203012110722,0.17098012810264457,67.27995055187814,5.752178978481181
12143.396739605156,0.0,0.9361465589737801,0.17121010638297873,67.27995055187814,5.752178978481181
12267.894125391198,0.0,0.9346270834373426,0.17121010638297873,67.27995055187814,5.752178978481181
13101.402857463145,0.0,0.931003289538141,0.17119216222642827,67.27995055187814,5.752178978481181
14613.55867125077,0.0,0.9260777914485535,0.17103788596116448,67.27995055187814,5.752178978481181
15831.854340012005,0.0,0.919695801861557,0.17096316936098746,67.27995055187814,5.752178978481181
16766.598590914164,0.0,0.9201447250307787,0.17104061854131794,67.27995055187814,5.752178978481181
16935.100629536762,0.0004012406116737272,0.9154658812568092,0.17076613584361386,67.27995055187814,5.752178978481181
16932.945922956536,0.11524029452154845,0.9077607156827672,0.1704501164252219,67.27995055187814,5.752178978481181
16914.310533072417,0.16981914125155992,0.8305115246670516,0.16822107701382363,67.27995055187814,5.752178978481181
16914.310533072417,0.1730484764320867,0.8094889673233956,0.1530585902459608,67.27995055187814,5.752178978481181
16888.188450833288,0.10628152099375479,0.8442439847980349,0.14566022946060506,67.27995055187814,5.752178978481181
16888.188450833288,0.06398493355953273,0.8383091147545787,0.1266746355756611,67.27995055187814,5.752178978481181
16956.124788888475,0.02445015489643303,0.7390331783827385,0.06661658013807308,67.27995055187814,5.752178978481181
17046.21576024078,0.00801721158087814,0.6990819427275641,0.015192380666018843,67.27995055187814,5.752178978481181
17332.018165867787,0.0020151353840017986,0.6455356039842652,0.01564940696607149,67.27995055187814,5.752178978481181
17307.755306563824,0.0,0.6595103796231819,0.07367766398671481,67.27995055187814,5.752178978481181
17230.985999546105,0.0,0.7400887427684087,0.14234766305578883,67.27995055187814,5.752178978481181
16810.91449759031,0.0,0.8290502488182075,0.163199113599478,67.27995055187814,5.752178978481181
16081.888284403212,0.0,0.886813474508454,0.16993931031788884,67.27995055187814,5.752178978481181
15441.38266319639,0.0,0.8927439592585222,0.17086930636251113,67.27995055187814,5.752178978481181
14652.917756780118,0.0,0.8761773752144019,0.17120036995747223,67.27995055187814,5.752178978481181
12682.142275510767,0.0,0.8599900074685078,0.17119361384596948,67.27995055187814,5.752178978481181
12507.845935410309,0.0,0.8563044455140086,0.17116687623828863,67.27995055187814,5.752178978481181
12339.652660596588,0.0,0.8522587139362648,0.17120993758367686,67.27995055187814,5.752178978481181
12355.153931818564,0.0,0.8857401394074985,0.17121010638297873,67.27995055187814,5.752178978481181
12424.879771948848,0.0,0.9016026441362371,0.1710719490265265,67.27995055187814,5.752178978481181
13284.071510843542,0.0,0.8997050850710858,0.17003461212531315,67.27995055187814,5.752178978481181
14751.864937381644,0.0,0.8774970652606717,0.16901944369195093,67.27995055187814,5.752178978481181
15990.29665453895,0.0,0.8300702066713059,0.16555409617961328,67.27995055187814,5.752178978481181
16911.880263092877,0.0,0.7439177518267813,0.16040129049891486,67.27995055187814,5.752178978481181
17042.968760186144,0.00040747844385763567,0.6718336300542654,0.15147318059231363,67.27995055187814,5.752178978481181
17040.81405360592,0.14769802693636094,0.5647253675927628,0.13428444736296968,67.27995055187814,5.752178978481181
17018.97482419959,0.26580820173622927,0.40194033938733037,0.1072686933883257,67.27995055187814,5.752178978481181
16961.17623120251,0.23107358739304873,0.4161451923718945,0.08192681357447223,67.27995055187814,5.752178978481181
16928.794211741482,0.1677566398848375,0.46940417493091113,0.09211076597744686,67.27995055187814,5.752178978481181
16888.188450833288,0.16751323914347094,0.5404581202766762,0.14301987040568917,67.27995055187814,5.752178978481181
16872.790100880942,0.08020356217582707,0.5994990951269424,0.15954008219411198,67.27995055187814,5.752178978481181
16872.790100880942,0.028954927759480796,0.6779224353705929,0.16824880214876028,67.27995055187814,5.752178978481181
17134.329647203987,0.002773568236844187,0.7848095745216567,0.17091550334683528,67.27995055187814,5.752178978481181
17134.329647203987,0.0,0.8600821907227741,0.17120747713009338,67.27995055187814,5.752178978481181
17074.40290795433,0.0,0.9088476728800157,0.17120023707546891,67.27995055187814,5.752178978481181
16550.490485028364,0.0,0.9235258707868602,0.17111471743399564,67.27995055187814,5.752178978481181
15606.755563218278,0.0,0.9107920891027699,0.17016602183639587,67.27995055187814,5.752178978481181
14810.735903607401,0.0,0.896726612247525,0.17086299156734933,67.27995055187814,5.752178978481181
13945.964835886723,0.0,0.9109407780062984,0.17121010638297873,67.27995055187814,5.752178978481181
12563.021696052416,0.0,0.9153051791160767,0.17121010638297873,67.27995055187814,5.752178978481181
12234.629805046205,0.0,0.9257845230459502,0.16520654364541515,67.27995055187814,5.752178978481181
11961.07171046367,0.0,0.9369482320823673,0.1346571560313706,67.27995055187814,5.752178978481181
11970.005110665112,0.0,0.9373373594229926,0.16732049811628508,67.27995055187814,5.752178978481181
12124.449265871204,0.0,0.9368555295813579,0.17116187445938918,67.27995055187814,5.752178978481181
12928.974040400242,0.0,0.9352330620098269,0.16981146219657872,67.27995055187814,5.752178978481181
14184.284015765887,0.0,0.9313789658255534,0.09225115445924614,67.27995055187814,5.752178978481181
15671.343639969682,0.0,0.936971412213741,0.08718664166440733,67.27995055187814,5.752178978481181
16458.342748304032,0.0,0.9373705017036249,0.12563140277137338,67.27995055187814,5.752178978481181
16738.06283890027,0.0004196467953147321,0.9363382279574032,0.15007781634015122,67.27995055187814,5.752178978481181
16798.306642061194,0.10341954457223694,0.9372330735142258,0.14053677689129188,67.27995055187814,5.752178978481181
16776.747956115618,0.24593277895561239,0.9374331064687726,0.1607101885346561,67.27995055187814,5.752178978481181
16683.599227043152,0.3591090304457564,0.9374670054477326,0.15676930397810007,67.27995055187814,5.752178978481181
