Demand,Solar,WindOn,WindOff
102147.24216184071,0.0,1.0600587923187805,0.7003600851838063
101614.0560242879,0.0,1.0693729586149905,0.6768404006243501
101856.74759924854,0.0,1.0799091678891268,0.6572844733727774
102953.80100592454,0.0,1.0713375265342124,0.6541641819506527
109539.5565518988,0.0,1.062353445220829,0.6619796393396241
121369.05495556933,0.0,1.0650544948796907,0.6449112908525106
129594.3087296926,0.0,1.0739206939556534,0.6332761096977599
134907.39778811298,0.0,1.0825705270447186,0.6099246356273658
135383.0928658743,0.0,1.0863575091018474,0.5817531522444698
134784.13652653177,0.0,1.0764333966409239,0.5669338721083431
134562.0757146542,0.0,1.0670181565585017,0.5243552995252997
133956.70538847998,0.0,1.052490294893773,0.5169474733912418
133745.56713995175,0.0,1.0573041880994107,0.5209345895893331
133745.56713995175,0.0,1.0522230442339335,0.5345198767919538
133621.08480556367,0.0,1.0226694050258218,0.5450043198383812
134058.04101306753,0.0,0.9995922093924462,0.5435701921852353
134064.75020431407,0.0,0.967957506449922,0.524753367676162
134392.9906768592,0.0,0.9337758114980578,0.4913270174594185
134485.30914841144,0.0,0.904355180042207,0.46396987867381817
130279.34399272809,0.0,0.8826829258997468,0.43988761805210713
119919.44025807951,0.0,0.8589829400753228,0.4083892442565192
113471.15604074662,0.0,0.8501711106590435,0.38726022540612015
107524.93402277392,0.0,0.8257506091743346,0.33368163431829756
105967.80453555849,0.0,0.8131173384661972,0.32367793183682136
104950.67101501113,0.0,0.7967135346149472,0.3130502639541647
105046.85398072137,0.0,0.7850790588077334,0.3065322298907096
105305.49330327501,0.0,0.7605564489141483,0.28864610547348524
106356.00505027384,0.0,0.7348007274758821,0.27295288705504195
113423.8428240761,0.0,0.7200642813403775,0.2606734152190001
126575.36052610996,0.0,0.7130165041586821,0.25444112889429815
131646.91869965533,0.0,0.7002440832586425,0.24737145272973
135293.29705023076,0.0,0.6812210090231899,0.23673465608246366
135936.1046635606,0.0,0.6599765517730967,0.22674966089707763
135433.5594024307,0.0,0.6385813954120994,0.21153499000018128
135280.84479127722,0.0,0.6201427882281096,0.1988411732813083
134890.30276881682,0.0,0.5815175348657347,0.18415823872615714
134679.1511019061,0.0,0.5676626865836774,0.17763171875116096
134679.1511019061,0.0,0.5319583590284793,0.18190850510263443
134554.6821859005,0.0,0.5069492295625789,0.20089315612900743
134554.6821859005,0.0,0.482231295127019,0.22829601593364668
135105.8288284203,0.0,0.4821606221191249,0.2518371753528272
135244.09184162875,0.0,0.4823608772045336,0.2709687787769579
134623.57216161987,0.0,0.48922436274551895,0.29472443311423807
130275.53317210005,0.0,0.4920474334902455,0.31065101795603456
119806.02808924821,0.0,0.48549042589842284,0.32961594462323485
113103.8814935292,0.0,0.47905410510483853,0.3554446099946687
107505.31634756907,0.0,0.4910169751443305,0.4239922698601695
105053.54304439413,0.0,0.493414346421702,0.47374141507128487
103950.00855897399,0.0,0.49905086028001444,0.5095790372899348
104864.87387735055,0.0,0.5085421018568368,0.5045744034567003
105305.49330327501,0.0,0.5386214114726474,0.4883841360524238
106174.02494690302,0.0,0.5637021111949867,0.4706125725448742
111781.16443927624,0.0,0.5806747433348123,0.45724399309333946
123171.19739791668,0.0,0.5962244693202328,0.4334814162125834
131646.91869965533,0.0,0.6169824977362611,0.4114333746229369
135293.29705023076,0.0,0.6338971356073543,0.3944567992885055
136141.27173187942,0.0,0.6443312129677651,0.38681399404706723
135756.70088962844,0.0,0.6429043051227781,0.3878944626974753
135539.73906309824,0.0,0.6647418412964569,0.380379094602001
134890.30276881682,0.0,0.6369904337163214,0.37218046628157736
134679.1511019061,0.0,0.6361553364280252,0.381825101764986
134679.1511019061,0.0,0.6381669356728387,0.3908366111796435
134554.6821859005,0.0,0.6343521088323322,0.3945871415716585
134226.4551317379,0.0,0.6368816502679168,0.39343713826913546
134064.75020431407,0.0,0.6447787330861173,0.39475570462357384
134064.75020431407,0.0,0.6456155843422977,0.3888048378612993
133580.34659631475,0.0,0.6419576142920063,0.3653448723174105
130071.78845232549,0.0,0.6427224732240681,0.3272953713933346
119188.91667839258,0.0,0.645818128884877,0.3038010985590941
112532.75487947726,0.0,0.6572561586131442,0.2966696730466609
106315.80357632464,0.0,0.6635692322107407,0.2958005470981338
103311.15936847961,0.0,0.6781094862586468,0.29249037332606426
102147.56420302055,0.0,0.6967897680104711,0.3007203924500806
101598.11498588615,0.0,0.7068330026752632,0.31112564366373724
101856.74759924854,0.0,0.70958158559092,0.32919810473994743
102907.25934624739,0.0,0.7172775746341542,0.34698691378466456
