Demand,Solar,WindOn,WindOff
96609.8771537081,0.0,0.7080111486503504,0.6274813207309966
92175.63860232416,0.0,0.7413938462795153,0.6189631841256404
92532.68574641208,0.0,0.7558011350736116,0.6118545449535876
92674.79846216668,0.0,0.7602201406107034,0.5954082875254032
101390.57737014185,0.0,0.7631179745686738,0.5894725888111876
113089.4067732543,0.0,0.7575632709754314,0.5795820148604934
125084.13755083512,0.0,0.7488002209253178,0.5841690716950066
134981.99929669633,0.0,0.7387321218857021,0.580910382179214
136761.45023901836,0.0,0.7267555771401447,0.57154368772191
136039.89558182197,0.0,0.7104040774040346,0.56034026868769
136215.88582000067,0.0,0.6825097348840916,0.5436648851066465
135439.64838666772,0.0,0.6638456637951805,0.5326750195828258
134870.70548505077,0.0,0.6568107885756629,0.5218651571452064
134521.99640045644,0.0,0.6596106539223934,0.504416003520025
135107.03029407852,0.0,0.6487375919731606,0.48717405170597405
135883.26772741147,0.0,0.6369803522338686,0.4949838006420788
137978.44786988752,0.0,0.6198935785437957,0.4964867507327293
137978.44786988752,0.0,0.6003071754573407,0.47811421761797046
137482.89850949077,0.0,0.5814599143492105,0.45879650491945323
134404.5986505213,0.0,0.5623130770306689,0.4478463264634214
128650.30032939225,0.0,0.5428687467299387,0.4127369457980217
123787.9217056067,0.0,0.5401471007963509,0.368444718358175
117446.62133646153,0.0,0.5115269015220401,0.26857842450180175
100000.12948412955,0.0,0.5259069679727066,0.2592965982798671
97382.36445502,0.0,0.5138758224099969,0.26030137108836715
93625.27740190254,0.0,0.5126286549665207,0.25968472014337224
93949.65052338164,0.0,0.49964832706643514,0.24095396786800255
93949.65052338164,0.0,0.47907971340284744,0.23018811422020694
102196.34376855532,0.0,0.46884402331726127,0.22032091021775788
115314.16594556361,0.0,0.44692131090177867,0.20980966751216898
125123.36765531049,0.0,0.4270511697436587,0.2022942586311097
136319.08094228164,0.0,0.40270652616004865,0.19468789352972457
138833.5843574077,0.0,0.3817718875463821,0.18567367311259883
138300.2810083311,0.0,0.36922105028380836,0.16963237461625874
136541.18982531477,0.0,0.3693437648882877,0.12782499009541778
136215.88582000067,0.0,0.3555019052514711,0.1227387364342357
136006.63643223114,0.0,0.34600123703903574,0.11174419720478836
135230.39899889822,0.0,0.34485951157077677,0.10126205405644946
135107.03029407852,0.0,0.3505924809352746,0.0896713816439859
135107.03029407852,0.0,0.34887088738420147,0.08357633997365478
137811.54039827042,0.0,0.3540509419471225,0.08109416613583463
137811.54039827042,0.0,0.35703150795181526,0.08171123695660305
135693.79297196565,0.0,0.3605155999696388,0.08796006179264182
132329.60538892445,0.0,0.361647441889684,0.1012921083243527
125793.9763700509,0.0,0.3658937727581637,0.12592065450559614
118203.77565117675,0.0,0.36509358050831486,0.15206377695831563
112284.16565929062,0.0,0.3861725516887493,0.24770936304578725
98015.43195452855,0.0,0.4077084328995486,0.3442868553786759
95378.79658024931,0.0,0.4257036218828868,0.4222142737344461
90745.84092677198,0.0,0.44953731088366566,0.4802564271766678
91017.58586572183,0.0,0.4879105527935837,0.5081286311266633
91017.58586572183,0.0,0.514826430488619,0.5168693020903508
99541.90856551666,0.0,0.5413019935442731,0.49235374191317816
110881.20403486768,0.0,0.5645512148623403,0.4517977024384816
123387.88102668189,0.0,0.5893633485968276,0.4147701918187958
131677.5611575222,0.0,0.5997578672372921,0.39914241650839566
