Weights
190
144
212
227
148
200
167
113
175
132
126
91
132
95
144
72
123
109
168
191
157
142
93
149
191
94
170
132
83
158
118
110
228
178
86
201
121
182
118
170
168
106
196
154
178
143
111
144
193
103
168
120
174
155
224
119
289
175
