Weights
16
31
31
16
18
17
13
31
17
24
12
36
20
28
18
13
28
25
12
24
25
23
25
19
22
31
17
11
19
20
35
17
20
13
24
15
24
32
16
24
24
20
26
26
18
14
26
14
18
26
13
21
12
15
23
18
20
14
24
18
26
11
29
19
27
20
18
24
24
13
32
21
12
16
21
29
19
16
26
32
26
19
12
16
22
11
23
23
17
9
15
9
15
11
13
12
21
13
26
22
13
22
15
21
13
14
10
25
25
24
12
22
23
13
14
13
18
16
24
11
12
25
10
27
19
16
13
24
22
15
19
14
14
10
14
14
21
23
11
15
22
11
24
13
14
21
24
13
23
27
24
12
14
22
22
14
10
13
13
11
11
11
12
13
11
13
16
20
15
22
22
12
13
12
12
11
13
12
11
13
23
14
13
21
14
13
12
21
13
23
14
23
12
24
12
14
22
12
14
22
24
12
26
12
24
24
24
23
22
16
21
14
22
11
17
22
20
15
23
24
24
12
14
10
14
21
15
12
21
26
10
14
13
22
12
12
11
15
11
26
21
12
14
11
13
22
26
21
13
13
23
12
24
28
20
11
28
20
15
19
17
11
12
13
26
22
22
12
24
14
22
12
12
11
13
13
11
14
21
13
11
15
22
24
25
21
15
13
22
11
14
10
14
22
12
15
22
16
20
23
27
23
13
21
15
14
20
13
15
20
14
21
13
14
24
24
21
13
11
13
12
14
21
16
10
25
24
13
20
13
28
20
25
12
23
26
24
12
25
18
26
28
13
20
23
26
19
13
17
11
22
15
23
22
14
22
12
13
14
13
13
20
13
20
17
21
11
15
12
22
15
13
19
15
33
12
12
22
19
13
25
18
15
14
24
18
16
14
24
25
18
25
24
22
26
24
16
12
18
16
24
22
16
19
12
18
17
16
22
16
26
22
18
30
17
33
20
14
20
16
20
28
18
23
31
19
27
14
21
15
24
30
18
12
18
11
23
32
17
38
24
16
18
14
24
17
18
30
23
24
19
18
19
18
19
17
23
23
13
22
25
25
18
17
24
13
31
11
24
31
23
22
14
14
