s,xi,C,cost,lifetime,b0_1,b0_2,b0_3,b0_4,b0_5,b0_6,b0_7,b0_8,b0_9,b0_10,b0_11
battery,0.86,15,185,20,0,0,0,0,0,0,0,0,0,0,0
