Weights
47
36
35
20
52
36
36
48
24
36
30
54
48
44
46
30
17
67
30
37
52
21
51
24
38
17
41
32
24
29
19
40
49
46
32
24
26
38
25
32
39
33
24
47
47
32
31
22
25
27
33
41
22
26
22
21
12
24
39
33
24
25
22
24
24
26
22
40
24
10
22
17
21
34
14
35
24
26
24
23
37
27
22
10
23
26
23
24
26
36
22
13
37
10
23
40
22
24
26
22
24
22
11
15
25
12
24
37
20
26
22
13
23
23
26
21
26
24
22
17
21
12
27
19
25
40
24
12
21
24
26
39
31
24
24
25
38
24
24
22
13
23
22
23
41
23
25
22
36
37
23
24
13
25
20
16
24
25
8
23
38
24
26
24
10
26
22
26
34
11
25
35
12
25
38
33
39
24
25
23
22
12
24
22
40
23
35
24
23
25
24
24
23
26
24
23
24
24
39
23
34
38
23
25
23
25
24
26
20
26
33
37
25
24
25
35
21
25
49
38
25
30
25
26
48
38
25
21
35
29
35
23
33
22
41
24
24
34
25
21
24
26
22
24
30
43
24
22
25
25
39
24
24
33
22
41
34
38
38
34
24
25
55
48
49
46
43
30
25
36
28
31
42
23
25
48
36
36
30
66
23
56
60
41
35
32
64
24
31
73
41
36
50
34
55
41
61
24
35
14
