Weights
47
36
35
20
35
17
36
36
48
24
36
30
25
29
20
28
44
46
30
17
38
29
30
37
12
40
21
25
26
24
38
17
41
13
19
24
29
19
40
49
23
23
25
7
24
26
23
15
25
32
39
33
24
22
25
26
21
32
31
22
25
27
25
8
22
19
22
10
16
22
21
12
24
17
22
24
9
24
25
22
16
8
24
26
22
18
22
24
10
15
7
17
21
10
24
14
25
10
24
26
12
12
23
37
12
15
9
13
10
14
9
15
11
23
24
26
14
22
8
14
13
13
24
10
23
24
16
22
24
26
22
11
13
11
11
11
15
8
17
12
12
12
12
25
20
26
9
13
13
12
11
23
17
9
21
14
12
12
12
12
10
17
21
12
13
14
19
25
26
14
24
12
21
24
26
13
26
20
11
24
24
25
38
24
24
22
13
23
22
23
16
25
23
13
12
22
12
24
14
23
23
12
12
13
13
12
20
16
10
14
9
16
8
13
10
14
24
24
26
24
10
26
22
26
13
21
11
25
15
20
12
25
15
23
10
23
39
24
25
23
22
12
14
10
11
11
16
24
23
13
22
24
23
25
24
24
23
14
12
24
23
24
24
23
16
23
24
10
22
16
23
25
23
10
15
24
26
20
26
9
24
15
22
25
24
25
11
24
21
25
24
25
38
25
30
25
26
25
23
22
16
25
21
11
24
29
35
23
23
10
22
18
23
24
9
15
10
24
25
21
24
26
22
24
16
14
11
32
16
8
22
25
25
22
17
24
24
21
12
22
41
24
10
38
24
14
34
24
25
21
34
23
25
26
23
46
43
30
25
36
28
31
42
23
25
48
36
36
30
41
25
23
24
32
60
28
13
35
32
23
41
24
31
41
32
22
19
36
50
34
43
12
41
61
24
35
14
