Weights
83
107
72
72
66
146
46
47
134
148
96
104
89
78
50
63
71
104
132
52
74
48
43
75
57
95
88
56
72
49
74
60
49
82
86
35
70
86
94
63
61
81
46
47
72
77
84
107
94
87
83
68
64
83
84
74
49
69
110
82
71
75
121
57
86
105
96
50
71
96
86
48
70
59
111
81
87
106
132
64
91
63
48
59
71
76
67
111
144
72
72
49
103
95
73
120
90
84
155
116
108
64
55
150
139
102
73
