node,hydro_tech,hcap_min,hcap_max,wcap_min,wcap_max
1.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,29368.74309674781,29368.74309674781,1.4114e7,4.221e7
3.0,1.0,16184.000000000002,16477.43723435082,1.504e6,1.2519e7
4.0,1.0,0.0,0.0,0.0,0.0
5.0,1.0,8450.383557839194,13621.07492628669,1.0966494427558258e6,2.4324133738601822e6
6.0,1.0,994.7504424778759,1553.489714251575,0.0,0.0
7.0,1.0,0.0,0.0,0.0,0.0
8.0,1.0,13695.168626392691,17886.099456815984,3.942091893076178e6,9.582200128873466e6
