Demand,Avail_Sol,Avail_Wind_On,Avail_Wind_Off,Hyd_In,HydRoR_In
103830.2576,0,0.720137841,0.816425424,1116.704506,3161.85682
103092.8109,0,0.752623361,0.842607411,1116.704506,3161.85682
102977.0897,0,0.780639301,0.876886241,1116.704506,3161.85682
103658.6643,0,0.79400601,0.929631453,1116.704506,3161.85682
110545.6463,0,0.810998285,0.936700012,1116.704506,3161.85682
123712.2953,0,0.823165743,0.936704072,1116.704506,3161.85682
134296.0874,0,0.835775627,0.936994581,1116.704506,3161.85682
139014.5175,0,0.839754111,0.937268136,1116.704506,3161.85682
140208.3926,0.004641622,0.832547587,0.937075544,1116.704506,3161.85682
139561.4543,0.131864073,0.821688645,0.936889592,1116.704506,3161.85682
139085.7402,0.264220503,0.65688447,0.93550838,1116.704506,3161.85682
138903.1633,0.347946761,0.654396311,0.927463177,1116.704506,3161.85682
138879.5246,0.380767304,0.673500976,0.920540743,1116.704506,3161.85682
138789.5525,0.338029116,0.649237363,0.90450047,1116.704506,3161.85682
139166.268,0.264591362,0.569006091,0.862050467,1116.704506,3161.85682
139852.4741,0.109289976,0.489502662,0.801317147,1116.704506,3161.85682
140702.271,0.001425999,0.438029607,0.742635337,1116.704506,3161.85682
141055.1389,0,0.418552286,0.718793503,1116.704506,3161.85682
140827.5689,0,0.411648329,0.722058037,1116.704506,3161.85682
135745.2665,0,0.420919725,0.710283249,1116.704506,3161.85682
125825.6298,0,0.437670634,0.666427006,1116.704506,3161.85682
118729.6322,0,0.4508507,0.632026086,1116.704506,3161.85682
112396.9557,0,0.43929954,0.670909133,1116.704506,3161.85682
108197.8119,0,0.452664215,0.638046296,1116.704506,3161.85682
106897.1515,0,0.462976792,0.589299849,1116.704506,3161.85682
106167.3314,0,0.467520027,0.539721256,1116.704506,3161.85682
106024.5935,0,0.471743479,0.557249945,1116.704506,3161.85682
106341.8151,0,0.483894106,0.59033114,1116.704506,3161.85682
112515.6091,0,0.493986681,0.612420241,1116.704506,3161.85682
127058.912,0,0.491392458,0.623336764,1116.704506,3161.85682
137194.0555,0,0.483241623,0.637641218,1116.704506,3161.85682
140747.0133,0,0.469058244,0.6337013,1116.704506,3161.85682
141855.7081,0.004092189,0.448738559,0.600961061,1116.704506,3161.85682
141605.7809,0.091075205,0.444568999,0.591754594,1116.704506,3161.85682
140903.3884,0.176729361,0.384576201,0.619358033,1116.704506,3161.85682
140525.8093,0.22105026,0.435874038,0.62670931,1116.704506,3161.85682
139977.2148,0.213904177,0.458820125,0.630614023,1116.704506,3161.85682
139859.9962,0.184268898,0.423875376,0.664952688,1116.704506,3161.85682
139791.6291,0.145820462,0.409302541,0.711307158,1116.704506,3161.85682
140001.2018,0.088277272,0.388757533,0.747553165,1116.704506,3161.85682
141180.9243,0.001811267,0.388192891,0.779450678,1116.704506,3161.85682
141114.0616,0,0.409436508,0.811863603,1116.704506,3161.85682
140353.9443,0,0.445855493,0.835322016,1116.704506,3161.85682
134834.5688,0,0.47255499,0.854334372,1116.704506,3161.85682
125416.5973,0,0.483402401,0.852358111,1116.704506,3161.85682
118286.4719,0,0.509290456,0.861820685,1116.704506,3161.85682
111798.6461,0,0.541973383,0.864999542,1116.704506,3161.85682
106673.7396,0,0.596837618,0.878958102,1116.704506,3161.85682
105141.7692,0,0.648197085,0.892805113,1116.704506,3161.85682
104158.038,0,0.709670695,0.894659955,1116.704506,3161.85682
103898.2625,0,0.759157318,0.919770142,1116.704506,3161.85682
103985.5601,0,0.806839746,0.933093839,1116.704506,3161.85682
110543.9539,0,0.846074641,0.936328386,1116.704506,3161.85682
123685.8149,0,0.872792729,0.903110126,1116.704506,3161.85682
134409.4475,0,0.887306953,0.88183456,1116.704506,3161.85682
139226.7787,0,0.888107037,0.90781944,1116.704506,3161.85682
140389.7715,0.00196471,0.873566662,0.867697292,1116.704506,3161.85682
139790.863,0.042412081,0.863337293,0.685014361,1116.704506,3161.85682
139463.5144,0.103783418,0.806411063,0.642036685,1116.704506,3161.85682
139026.2324,0.1779148,0.830182589,0.661917045,1116.704506,3161.85682
138914.6693,0.186748016,0.848304621,0.660479456,1116.704506,3161.85682
138902.4668,0.187948675,0.857780408,0.746347698,1116.704506,3161.85682
138858.6857,0.14999372,0.8696525,0.759889503,1116.704506,3161.85682
138980.8912,0.078937922,0.878579112,0.798533286,1116.704506,3161.85682
139944.1457,0.003082165,0.89008586,0.828803787,1116.704506,3161.85682
139908.2627,0,0.902406576,0.855620807,1116.704506,3161.85682
138980.8912,0,0.90613425,0.875125015,1116.704506,3161.85682
134433.741,0,0.904607271,0.865079219,1116.704506,3161.85682
125432.9369,0,0.90371046,0.841867853,1116.704506,3161.85682
118310.3892,0,0.900244257,0.830448418,1116.704506,3161.85682
111452.5064,0,0.888258523,0.855216357,1116.704506,3161.85682
106417.558,0,0.879466196,0.853613916,1116.704506,3161.85682
104918.5314,0,0.871654607,0.856056703,1116.704506,3161.85682
104081.7449,0,0.858556636,0.868383401,1116.704506,3161.85682
104068.6231,0,0.837883195,0.873979659,1116.704506,3161.85682
104642.5,0,0.818921705,0.874377718,1116.704506,3161.85682
111077.8594,0,0.790094349,0.864554331,1116.704506,3161.85682
123996.1552,0,0.738931459,0.826196349,1116.704506,3161.85682
134769.9349,0,0.689834065,0.784754696,1116.704506,3161.85682
139230.5397,0,0.630238554,0.739195824,1116.704506,3161.85682
140323.1317,0.002401998,0.572764264,0.685129666,1116.704506,3161.85682
139650.3538,0.030253188,0.525367837,0.638378076,1116.704506,3161.85682
139388.1546,0.061867617,0.418744496,0.58406764,1116.704506,3161.85682
139040.7472,0.08851929,0.427560113,0.538314604,1116.704506,3161.85682
138015.3383,0.100372114,0.439210593,0.527538197,1116.704506,3161.85682
137338.465,0.078950191,0.44595102,0.532495095,1116.704506,3161.85682
137190.9631,0.058142145,0.424341124,0.530173249,1116.704506,3161.85682
137037.6108,0.016577585,0.424941126,0.513247658,1116.704506,3161.85682
137276.1155,0.00083594,0.460787354,0.512312069,1116.704506,3161.85682
137509.8842,0,0.507452758,0.524114928,1116.704506,3161.85682
136880.9849,0,0.544406282,0.542261386,1116.704506,3161.85682
133225.9362,0,0.583731316,0.603355681,1116.704506,3161.85682
125491.6367,0,0.61467561,0.63403303,1116.704506,3161.85682
118191.6662,0,0.661638304,0.662515724,1116.704506,3161.85682
111485.3248,0,0.669647591,0.69309825,1116.704506,3161.85682
106401.4204,0,0.70221291,0.714862018,1116.704506,3161.85682
104562.6687,0,0.743291406,0.731989028,1116.704506,3161.85682
103628.3045,0,0.780389045,0.722772712,1116.704506,3161.85682
103456.2445,0,0.806632367,0.755963302,1116.704506,3161.85682
103930.1756,0,0.807797874,0.78257979,1116.704506,3161.85682
110688.2101,0,0.800540361,0.782120489,1116.704506,3161.85682
123635.236,0,0.77162782,0.798411015,1116.704506,3161.85682
