node,hydro_tech,hcap_min,hcap_max,wcap_min,wcap_max
1.0,1.0,45543.38197389718,45835.16276609281,1.5618e7,5.4729e7
2.0,1.0,267.9701403994462,377.8545119268383,104358.79057591622,198973.3438045375
3.0,1.0,8008.5895885413165,12401.41625291198,743050.9510481522,1.6481174387387903e6
4.0,1.0,10235.9857149834,14358.1893092965,206402.1388953085,1.9792098069926375e6
5.0,1.0,25685.795825138965,34928.484054091874,5.401580949773639e6,1.2797207118283931e7
