Weights
47
36
35
20
35
17
36
36
48
24
36
30
25
29
48
44
46
30
17
38
29
30
37
12
40
21
51
24
38
17
41
32
24
29
19
40
49
23
23
32
24
26
38
25
32
39
33
24
22
25
47
32
31
22
25
27
33
41
22
10
16
22
21
12
24
39
24
9
24
25
22
24
24
26
22
18
22
24
10
15
7
17
21
10
24
14
25
10
24
26
24
23
37
12
15
9
13
10
23
26
23
24
26
14
22
22
13
37
10
23
40
22
24
26
22
11
13
22
11
15
8
17
12
12
12
12
25
20
26
22
13
12
11
23
26
21
26
24
22
17
21
12
27
19
25
26
14
24
12
21
24
26
13
26
20
11
24
24
25
38
24
24
22
13
23
22
23
41
23
25
22
12
24
14
23
23
24
13
25
20
16
24
9
16
8
23
14
24
24
26
24
10
26
22
26
34
11
25
15
20
12
25
15
23
10
23
39
24
25
23
22
12
24
22
16
24
23
13
22
24
23
25
24
24
23
26
24
23
24
24
39
23
24
10
22
16
23
25
23
25
24
26
20
26
9
24
15
22
25
24
25
35
21
25
24
25
38
25
30
25
26
25
23
38
25
21
11
24
29
35
23
23
10
22
41
24
9
15
10
24
25
21
24
26
22
24
30
43
16
8
22
25
25
22
17
24
24
33
22
41
34
38
38
34
24
25
21
34
23
25
26
23
46
43
30
25
36
28
31
42
23
25
48
36
36
30
41
25
23
56
60
28
13
35
32
23
41
24
31
41
32
22
19
36
50
34
43
12
41
61
24
35
14
