node,hydro_tech,hcap_min,hcap_max,wcap_min,wcap_max
1.0,1.0,3337.385005973715,1.8745687242131473e6,3337.385005973715,1.8745687242131473e6
2.0,1.0,1358.7279321198844,341717.0188209117,1358.7279321198844,341717.0188209117
3.0,1.0,17193.84828303851,1.0520715692843208e7,17193.84828303851,1.0520715692843208e7
4.0,1.0,472.7324955116697,399017.7813964049,472.7324955116697,399017.7813964049
